DatabaseClass text,LauncherClass numeric,LauncherId numeric,Description text,LocalName text,FiringArc_deg numeric,Az numeric,El numeric,FireControlSensor text,FireControlSensor2 text,IsReloadable numeric
"B-1B","B-1B Bay","1","B-1B internal weapons bay","B2","0","0","0","APQ-164","Generic Advanced Designator","0"
"B-1B","B-1B Bay","2","B-1B internal weapons bay","B3","0","0","0","APQ-164","Generic Advanced Designator","0"
"B-1B","CM Ejector","3","Generic air launcher for chaff or flares","CM1","360","0","0","","","0"
"B-1B","CM Ejector","4","Generic air launcher for chaff or flares","CM2","360","0","0","","","0"
"B-2A","B-2A Bay","0","B-2A internal weapons bay","B1","0","0","0","Generic Advanced Designator","","0"
"B-2A","B-2A Bay","1","B-2A internal weapons bay","B2","0","0","0","Generic Advanced Designator","","0"
"B-2A","CM Ejector","2","Generic air launcher for chaff or flares","CM1","360","0","0","Generic Advanced Designator","","0"
"B-2A","CM Ejector","3","Generic air launcher for chaff or flares","CM2","360","0","0","","","0"
"B-52H","B-52 Internal","0","","Int","0","0","0","AAQ-33 SNIPER-XR","","0"
"B-52H","B-52 Wing","1","","LW","0","0","0","AAQ-33 SNIPER-XR","","0"
"B-52H","B-52 Wing","2","","RW","0","0","0","AAQ-33 SNIPER-XR","","0"
"B-66B","B66 Bay","0","","","0","0","0","","","0"
"B-66B","20mm M3 Hispano Twin Turret(1000)","1","","","60","180","0","","","0"
"Baleares FFG","127mm/54 (5in) Mk42","0","Fwd 127mm Deck Gun","","320","0","0","","","1"
"Baleares FFG","Mk-22 GMLS","1","Aft Mk-22 GMLS","","300","0","40","SPG-51D 1","","1"
"Baleares FFG","Mk-32 2 Torpedo Mount","2","Stbd Torpedo Tubes","","0","90","0","","","1"
"Baleares FFG","Mk-32 2 Torpedo Mount","3","port Torpedo Tubes","","0","270","0","","","1"
"Baleares FFG","Mk-25 Single Torpedo Tube","4","","","0","190","0","","","1"
"Baleares FFG","Mk-25 Single Torpedo Tube","5","","","0","170","0","","","1"
"Baleares FFG (1985)","127mm/54 (5in) Mk42","0","Fwd 127mm Deck Gun","","320","0","0","","","1"
"Baleares FFG (1985)","Mk-22 GMLS","1","Aft Mk-22 GMLS","","300","0","40","SPG-51D 1","","1"
"Baleares FFG (1985)","Mk-141 Harpoon Launcher","2","","","0","90","20","","","0"
"Baleares FFG (1985)","Mk-141 Harpoon Launcher","3","","","0","270","20","","","0"
"Baleares FFG (1985)","20mm Meroka CIWS","4","","","170","90","0","","","1"
"Baleares FFG (1985)","20mm Meroka CIWS","5","","","170","270","0","","","1"
"Baleares FFG (1985)","Mk-32 2 Torpedo Mount","6","Stbd Torpedo Tubes","","0","90","0","","","1"
"Baleares FFG (1985)","Mk-32 2 Torpedo Mount","7","port Torpedo Tubes","","0","270","0","","","1"
"Baleares FFG (1985)","Mk-25 Single Torpedo Tube","8","","","0","190","0","","","1"
"Baleares FFG (1985)","Mk-25 Single Torpedo Tube","9","","","0","170","0","","","1"
"Baleares FFG (1991)","127mm/54 (5in) Mk42","0","Fwd 127mm Deck Gun","","320","0","0","","","1"
"Baleares FFG (1991)","Mk-22 GMLS","1","Aft Mk-22 GMLS","","300","0","40","SPG-51D 1","","1"
"Baleares FFG (1991)","Mk-141 Harpoon Launcher","2","","","0","90","20","","","0"
"Baleares FFG (1991)","Mk-141 Harpoon Launcher","3","","","0","270","20","","","0"
"Baleares FFG (1991)","20mm Meroka CIWS","4","","","170","90","0","","","1"
"Baleares FFG (1991)","20mm Meroka CIWS","5","","","170","270","0","","","1"
"Baleares FFG (1991)","Mk-32 2 Torpedo Mount","6","Stbd Torpedo Tubes","","0","90","0","","","1"
"Baleares FFG (1991)","Mk-32 2 Torpedo Mount","7","port Torpedo Tubes","","0","270","0","","","1"
"Baptista de Andrade FSH","100mm/55 (3.9in) model 1968","0","","","320","0","0","","","1"
"Baptista de Andrade FSH","40 mm 2xL70 Bofors","1","","","300","180","0","","","1"
"Baptista de Andrade FSH","Mk-32 2 Torpedo Mount","2","","","30","90","0","","","1"
"Baptista de Andrade FSH","Mk-32 2 Torpedo Mount","3","","","30","270","0","","","1"
"Baptiste de Andrade FSH(1999)","100mm/55 (3.9in) model 1968","0","","","320","0","0","","","1"
"Baptiste de Andrade FSH(1999)","40 mm 2xL70 Bofors","1","","","300","180","0","","","1"
"Belknap CG","Mk-10 GMLS","0","fwd Mk-10 twin rail launcher","","330","0","40","SPG-55 2","","1"
"Belknap CG","127mm/54 (5in) Mk42","1","aft 127mm deck gun","","300","180","0","","","1"
"Belknap CG","3/50 Mark 33","2","port 76mm DP","","180","265","0","","","1"
"Belknap CG","3/50 Mark 33","3","stbd 76mm DP","","180","95","0","","","1"
"Belknap CG","Mk-32 3 Torpedo Mount","4","port torpedo launcher","","40","270","0","","","1"
"Belknap CG","Mk-32 3 Torpedo Mount","5","stbd torpedo launcher","","40","90","0","","","1"
"Belknap CG (87)","Mk-10 GMLS","0","fwd Mk-10 twin rail launcher","","330","0","40","SPG-55 4","","1"
"Belknap CG (87)","127mm/54 (5in) Mk42","1","aft 127mm deck gun","","300","180","0","","","1"
"Belknap CG (87)","Mk-141 Harpoon Launcher","2","","","0","330","40","","","0"
"Belknap CG (87)","Mk-141 Harpoon Launcher","3","","","0","150","40","","","0"
"Belknap CG (87)","20mm/76 M-61A1 Gatling Mark 15 Block 1","4","","","260","135","0","","","1"
"Belknap CG (87)","20mm/76 M-61A1 Gatling Mark 15 Block 1","5","","","260","225","0","","","1"
"Belknap CG (87)","Mk-32 3 Torpedo Mount","6","port torpedo launcher","","40","270","0","","","1"
"Belknap CG (87)","Mk-32 3 Torpedo Mount","7","stbd torpedo launcher","","40","90","0","","","1"
"Blue Ridge AGFH","20mm/99 M-61A1 Gatling OGB Mark 15 Block 1B","0","Fwd 20mm Phalanx CIWS","","270","0","0","","","1"
"Blue Ridge AGFH","20mm/99 M-61A1 Gatling OGB Mark 15 Block 1B","1","Aft 20mm Phalanx CIWS","","270","180","0","","","1"
"Blue Ridge AGFH","25 mm MGS","2","Stbd 25mm Chain Gun","","170","90","0","","","1"
"Blue Ridge AGFH","25 mm MGS","3","Port 25mm Chain Gun","","170","270","0","","","1"
"BMP-1","73mm 2A28 Grom","0","","","360","0","0","","","0"
"BMP-1","Malyutka ATGM Launcher","1","","","360","0","0","","","1"
"BMP-2","30mm 2A42","0","","","360","0","0","","","0"
"BMP-2","Konkurs ATGM Launcher","1","","","360","0","0","","","1"
"Brandenburg FFGHM","Mk-41 Mod4 VLS","0","","","330","180","40","STIR 180","","1"
"Brandenburg FFGHM","RIM-116A RAM x21","1","","","340","0","40","","","1"
"Brandenburg FFGHM","RIM-116A RAM x21","2","","","340","180","40","","","1"
"Brandenburg FFGHM","Exocet Twin Launcher","3","","","30","90","20","","","0"
"Brandenburg FFGHM","Exocet Twin Launcher","4","","","30","270","20","","","0"
"Brandenburg FFGHM","76 mm/62 Mark 75","5","","","300","0","0","","","1"
"Brandenburg FFGHM","20mm Rh 202","6","","","170","90","0","","","1"
"Brandenburg FFGHM","20mm Rh 202","7","","","170","270","0","","","1"
"Brandenburg FFGHM","Mk-32 2 Torpedo Mount","8","","","30","90","0","","","1"
"Brandenburg FFGHM","Mk-32 2 Torpedo Mount","9","","","30","270","0","","","1"
"Braunschweig","76 mm/62 Mark 75","0","","","320","0","0","","","1"
"Braunschweig","RIM-116A RAM x21","2","","","320","0","40","","","1"
"Braunschweig","RIM-116A RAM x21","3","","","340","180","40","","","1"
"Braunschweig","RBS-15 Twin Launcher","4","","","60","90","20","","","0"
"Braunschweig","RBS-15 Twin Launcher","5","","","60","270","20","","","0"
"Braunschweig","27mm MLG 27","7","","","170","90","0","","","1"
"Braunschweig","27mm MLG 27","8","","","170","270","0","","","1"
"Bremen FFGHM (1982)","SeaSparrow x8 Launcher","0","","","330","0","40","STIR 240","","1"
"Bremen FFGHM (1982)","Mk-141 Harpoon Launcher","1","","","30","90","20","","","0"
"Bremen FFGHM (1982)","Mk-141 Harpoon Launcher","2","","","30","270","20","","","0"
"Bremen FFGHM (1982)","76 mm/62 Mark 75","3","","","300","0","0","","","1"
"Bremen FFGHM (1982)","Mk-32 2 Torpedo Mount","4","","","30","90","0","","","1"
"Bremen FFGHM (1982)","Mk-32 2 Torpedo Mount","5","","","30","270","0","","","1"
"Bremen FFGHM (1993)","SeaSparrow x8 Launcher","0","","","330","0","40","STIR 240","","1"
"Bremen FFGHM (1993)","RIM-116A RAM x21","1","","","345","195","40","STIR 240","","1"
"Bremen FFGHM (1993)","RIM-116A RAM x21","2","","","345","165","40","STIR 240","","1"
"Bremen FFGHM (1993)","Mk-141 Harpoon Launcher","3","","","30","90","20","","","0"
"Bremen FFGHM (1993)","Mk-141 Harpoon Launcher","4","","","30","270","20","","","0"
"Bremen FFGHM (1993)","76 mm/62 Mark 75","5","","","300","0","0","","","1"
"Bremen FFGHM (1993)","Mk-32 2 Torpedo Mount","6","","","30","90","0","","","1"
"Bremen FFGHM (1993)","Mk-32 2 Torpedo Mount","7","","","30","270","0","","","1"
"Bristol Bloodhound MKI","Bristol Bloodhound MKI Launcher","0","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKI","Bristol Bloodhound MKI Launcher","1","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKI","Bristol Bloodhound MKI Launcher","2","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKI","Bristol Bloodhound MKI Launcher","3","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKI","Bristol Bloodhound MKI Launcher","4","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKI","Bristol Bloodhound MKI Launcher","5","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKI","Bristol Bloodhound MKI Launcher","6","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKI","Bristol Bloodhound MKI Launcher","7","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKII","Bristol Bloodhound MKII Launcher","0","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKII","Bristol Bloodhound MKII Launcher","1","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKII","Bristol Bloodhound MKII Launcher","2","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKII","Bristol Bloodhound MKII Launcher","3","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKII","Bristol Bloodhound MKII Launcher","4","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKII","Bristol Bloodhound MKII Launcher","5","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKII","Bristol Bloodhound MKII Launcher","6","","","360","0","57","Type 86","","1"
"Bristol Bloodhound MKII","Bristol Bloodhound MKII Launcher","7","","","360","0","57","Type 86","","1"
"Buccaneer S1","Buccaneer S1 Bay","0","","","0","0","0","","","0"
"Buccaneer S1","Buccaneer S1 1-4","1","","","0","0","0","","","0"
"Buccaneer S1","Buccaneer S1 1.5-3.5","2","","","0","0","0","","","0"
"Buccaneer S1","Buccaneer S1 2-3","3","","","0","0","0","","","0"
"Buccaneer S2","Buccaneer S1 Bay","0","","","0","0","0","","","0"
"Buccaneer S2","Buccaneer S2 1-4","1","","","0","0","0","","","0"
"Buccaneer S2","Buccaneer S1 1.5-3.5","2","","","0","0","0","","","0"
"Buccaneer S2","Buccaneer S2 2-3","3","","","0","0","0","","","0"
"C-130H","AN/ALE-47 CMD","0","","CM1","360","0","0","","","0"
"C-130H","AN/ALE-47 CMD","1","","CM2","360","0","0","","","0"
"C-130H","AN/AAQ-24 Nemesis DIRCM","2","","CM2","360","0","0","","","0"
"C-130J","AN/ALE-47 CMD","0","","CM1","360","0","0","","","0"
"C-130J","AN/ALE-47 CMD","1","","CM2","360","0","0","","","0"
"C-130J","AN/AAQ-24 Nemesis DIRCM","2","","","360","0","0","","","0"
"Canberra LHD","20mm/76 M-61A1 Gatling Mark 15 Block 1","0","Fwd 20mm Phalanx CIWS","","180","0","0","","","0"
"Canberra LHD","20mm/76 M-61A1 Gatling Mark 15 Block 1","1","Aft 20mm Phalanx CIWS","","180","180","0","","","0"
"Canberra LHD","Mk-160 EDL x 4","8","Decoy launcher","","360","0","0","","","1"
"Canberra LHD","Mk-137 SRBOC Launcher","9","Port Chaff launcher","","0","270","60","","","1"
"Canberra LHD","Mk-137 SRBOC Launcher","10","Stbd Chaff launcher","","0","90","60","","","1"
"Cassard(88)","Mk-13 Mod4 GMLS","0","","","300","180","40","SPG-51D 16","","1"
"Cassard(88)","Mistral Sadral","1","","","220","130","40","","","1"
"Cassard(88)","Mistral Sadral","2","","","220","230","40","","","1"
"Cassard(88)","20 mm F2 Cannon","3","","","120","90","30","","","1"
"Cassard(88)","20 mm F2 Cannon","4","","","120","90","30","","","1"
"Cassard(88)","Exocet Quad Launcher","5","","","30","90","12","","","0"
"Cassard(88)","Exocet Quad Launcher","6","","","30","270","12","","","0"
"Cassard(88)","100mm/55 (3.9in) model 1968 CADAM","7","","","300","0","0","","","1"
"Cassard(88)","KD59E Torp Launcher","8","","","180","90","0","","","1"
"Cassard(88)","KD59E Torp Launcher","9","","","180","270","0","","","1"
"Cassard(88)","12.7 mm Machine Gun Generic","10","Machine Gun x4","","360","0","10","","","1"
"Cassard(88)","Sagaie CM","11","Decoy Launcher","","0","90","45","","","1"
"Cassard(88)","Sagaie CM","12","Decoy Launcher","","0","270","45","","","1"
"Cassard(88)","Sagaie CM","13","Decoy Launcher","","0","0","45","","","1"
"Cassard(88)","Sagaie CM","14","Decoy Launcher","","0","180","45","","","1"
"Cassard(92)","Mk-13 Mod4 GMLS","0","","","300","180","40","SPG-51D 1","","1"
"Cassard(92)","Mistral Sadral","1","","","220","130","40","","","1"
"Cassard(92)","Mistral Sadral","2","","","220","230","40","","","1"
"Cassard(92)","20 mm F2 Cannon","3","","","120","90","30","","","1"
"Cassard(92)","20 mm F2 Cannon","4","","","120","90","30","","","1"
"Cassard(92)","Exocet Quad Launcher","5","","","30","90","12","","","0"
"Cassard(92)","Exocet Quad Launcher","6","","","30","270","12","","","0"
"Cassard(92)","100mm/55 (3.9in) model 1968 CADAM","7","","","300","0","0","","","1"
"Cassard(92)","KD59E Torp Launcher","8","","","180","90","0","","","1"
"Cassard(92)","KD59E Torp Launcher","9","","","180","270","0","","","1"
"Cassard(92)","12.7 mm Machine Gun Generic","10","Machine Gun x4","","360","0","10","","","1"
"Cassard(92)","Sagaie CM","11","Decoy Launcher","","0","90","45","","","1"
"Cassard(92)","Sagaie CM","12","Decoy Launcher","","0","270","45","","","1"
"Cassard(92)","Sagaie CM","13","Decoy Launcher","","0","0","45","","","1"
"Cassard(92)","Sagaie CM","14","Decoy Launcher","","0","180","45","","","1"
"CF-18","F/A-18A Centerline","0","Centerline station for F/A-18","Cen","0","0","0","APG-65","Litening LDP","0"
"CF-18","F/A-18A Nacelle","1","Inboard wing stations for F/A-18","Nav","0","0","0","APG-65","Litening LDP","0"
"CF-18","F/A-18A Inboard","2","Nacelle stations for F/A-18","IW","0","0","0","APG-65","Litening LDP","0"
"CF-18","F/A-18A Outboard","3","Outboard wing stations for F/A-18","OW","0","0","0","APG-65","Litening LDP","0"
"CF-18","F/A-18 Wingtip","4","Wingtip stations for F/A-18","Tips","0","0","0","APG-65","Litening LDP","0"
"CF-18","M61A Cannon","5","","Gun","20","0","0","","","0"
"CF-18","CM Ejector","6","Generic air launcher for chaff or flares","CM1","360","0","0","","","0"
"CF-18","CM Ejector","7","Generic air launcher for chaff or flares","CM2","360","0","0","","","0"
"CF-18 p.I","F/A-18A Centerline","0","Centerline station for F/A-18","Cen","0","0","0","APG-73","Litening LDP","0"
"CF-18 p.I","F/A-18 Nacelle","1","Inboard wing stations for F/A-18","Nav","0","0","0","APG-73","Litening LDP","0"
"CF-18 p.I","F/A-18A+ Inboard","2","Nacelle stations for F/A-18","IW","0","0","0","APG-73","Litening LDP","0"
"CF-18 p.I","F/A-18A+ Outboard","3","Outboard wing stations for F/A-18","OW","0","0","0","APG-73","Litening LDP","0"
"CF-18 p.I","F/A-18 Wingtip","4","Wingtip stations for F/A-18","Tips","0","0","0","APG-73","Litening LDP","0"
"CF-18 p.I","M61A Cannon","5","","Gun","20","0","0","","","0"
"CF-18 p.I","CM Ejector","6","Generic air launcher for chaff or flares","CM1","360","0","0","","","0"
"CF-18 p.I","CM Ejector","7","Generic air launcher for chaff or flares","CM2","360","0","0","","","0"
"CH-124B2","CH-124 Launcher","0","","","0","0","0","","","0"
"CH-124B2","10 DICASS Launcher","1","","","0","0","0","","","0"
"CH-124B2","10 LOFAR Launcher","2","","","0","0","0","","","0"
"CH-124B2","30 DIFAR Launcher","3","","","0","0","0","","","0"
"CH-46E","CM Ejector","0","CM","CM","0","180","0","","","0"
"CH-46E","CM Ejector","1","CM","CM","0","180","o","","","0"
"CH-47D","CM Ejector","0","CM","CM","0","180","0","","","0"
"CH-47D","CM Ejector","1","CM","CM","0","180","o","","","0"
"Charles F Adams DDG-15","Mk-13 GMLS","0","","","270","0","40","SPG-51D 2","","1"
"Charles F Adams DDG-15","127mm/54 (5in) Mk42","1","","","270","0","0","","","1"
"Charles F Adams DDG-15","127mm/54 (5in) Mk42","2","","","270","180","0","","","1"
"Charles F Adams DDG-15","Mk-112 ASROC","3","","","360","0","0","","","0"
"Charles F Adams DDG-15","Mk-32 3 Torpedo Mount","4","","","30","90","0","","","1"
"Charles F Adams DDG-15","Mk-32 3 Torpedo Mount","5","","","30","270","0","","","1"
"Charles F Adams DDG-15 1981","Mk-13 GMLS","0","","","270","0","40","SPG-51D 3","","1"
"Charles F Adams DDG-15 1981","127mm/54 (5in) Mk42","1","","","270","0","0","","","1"
"Charles F Adams DDG-15 1981","127mm/54 (5in) Mk42","2","","","270","180","0","","","1"
"Charles F Adams DDG-15 1981","Mk-112 ASROC","3","","","360","0","0","","","0"
"Charles F Adams DDG-15 1981","Mk-32 3 Torpedo Mount","4","","","30","90","0","","","1"
"Charles F Adams DDG-15 1981","Mk-32 3 Torpedo Mount","5","","","30","270","0","","","1"
"Charles F Adams DDG-2","Mk-11 GMLS","0","","","270","0","40","SPG-51D 2","","1"
"Charles F Adams DDG-2","127mm/54 (5in) Mk42","1","","","270","0","0","","","1"
"Charles F Adams DDG-2","127mm/54 (5in) Mk42","2","","","270","180","0","","","1"
"Charles F Adams DDG-2","Mk-112 ASROC","3","","","360","0","0","","","0"
"Charles F Adams DDG-2","Mk-32 3 Torpedo Mount","4","","","30","90","0","","","1"
"Charles F Adams DDG-2","Mk-32 3 Torpedo Mount","5","","","30","270","0","","","1"
"Cheng Kung FFG","Hsiung Feng-II x8 Launcher","0","","Feng-II Launcher","0","0","40","","","0"
"Cheng Kung FFG","Mk-13 CK","1","Taiwan version of Mk-13 for Cheng Kung FFG  (no Harpoons)","SM1 SAM Launcher","300","0","40","Mk-92 FC","","1"
"Cheng Kung FFG","20mm/76 M-61A1 Gatling Mark 15 Block 0","2","Aft 20mm Phalanx CIWS","Mk-15 CIWS","270","180","0","","","1"
"Cheng Kung FFG","Mk-32 SVTT","3","Over-the-side triple torpedo launcher","Stbd Torpedo Launcher","0","90","0","","","1"
"Cheng Kung FFG","Mk-32 SVTT","4","Over-the-side triple torpedo launcher","Port Torpedo","0","270","0","","","1"
"Cheng Kung FFG","76 mm/62 Mark 75","5","76 mm (3 inch) gun; 10 nmi range","Mk-75 Gun","240","180","0","","","1"
"Chi Yang Class FFG","127mm/54 (5in) Mk42","0","Aft 127mm Deck Gun","","320","180","0","","","1"
"Chi Yang Class FFG","Mk-16 4x ABL","1","Fwd Tomahawk Armored Box Launcher","","300","0","40","","","1"
"Chi Yang Class FFG","Mk-16 4x ABL","2","Fwd Tomahawk Armored Box Launcher","","300","0","40","","","1"
"Chi Yang Class FFG","Mk-32 2 Torpedo Mount","3","Stbd Torpedo Tubes","","40","90","0","","","1"
"Chi Yang Class FFG","Mk-32 2 Torpedo Mount","4","port Torpedo Tubes","","40","270","0","","","1"
"Chi Yang Class FFG","20mm/76 M-61A1 Gatling Mark 15 Block 0","5","Aft 20mm Phalanx CIWS","","330","180","0","","","1"
"Chi Yang Class FFG","Mk-26 Mod0","6","Forward SM-1 Launcher #1","FW SM-1","180","360","0","STIR 180","","1"
"Chi Yang Class FFG","Mk-26 Mod0","7","Forward SM-1 Launcher #2","FW SM-1","180","360","0","STIR 180","","1"
"Chi Yang Class FFG","Mk-22 GMLS","8","Stbd SM-1 Launcher","SB SM-1","100","90","0","STIR 180","","1"
"Chi Yang Class FFG","Mk-22 GMLS","9","Port SM-1 Launcher","PT SM-1","100","270","0","STIR 180","","1"
"Chikugo DDE","3/50 Mark 27 Twin","0","","","300","0","0","","","1"
"Chikugo DDE","3/50 Mark 27 Twin","1","","","300","180","0","","","1"
"Chikugo DDE","40mm Bofors Mk12","2","","","330","0","0","","","1"
"Chikugo DDE","40mm Bofors Mk12","3","","","330","180","0","","","1"
"Chikugo DDE","Mk-32 3 Torpedo Mount","4","","","30","90","0","","","1"
"Chikugo DDE","Mk-32 3 Torpedo Mount","5","","","30","270","0","","","1"
"Chikugo DDE","Mk-112 ASROC","6","","","300","0","0","","","0"
"Collins SSK","533mm Collins Torpedo Tube","0","","Tube 1","0","0","0","","","1"
"Collins SSK","533mm Collins Torpedo Tube","1","","Tube 2","0","0","0","","","1"
"Collins SSK","533mm Collins Torpedo Tube","2","","Tube 3","0","0","0","","","1"
"Collins SSK","533mm Collins Torpedo Tube","3","","Tube 4","0","0","0","","","1"
"Collins SSK","533mm Collins Torpedo Tube","4","","Tube 5","0","0","0","","","1"
"Collins SSK","533mm Collins Torpedo Tube","5","","Tube 6","0","0","0","","","1"
"Collins SSK","Collins CM Launcher","6","","CM1","0","0","0","","","1"
"Collins SSK","Collins CM Launcher","7","","CM2","0","0","0","","","1"
"Comandante Joao Belo FF","100mm/53 (3.9in) model 1953","0","","","320","0","0","DRBC 31D","","1"
"Comandante Joao Belo FF","100mm/53 (3.9in) model 1953","1","","","300","180","0","DRBC 31D","","1"
"Comandante Joao Belo FF","100mm/53 (3.9in) model 1953","2","","","280","180","0","DRBC 31D","","1"
"Comandante Joao Belo FF","40mm L70 Sea Trinity","3","","","165","90","0","","","1"
"Comandante Joao Belo FF","40mm L70 Sea Trinity","4","","","165","270","0","","","1"
"Comandante Joao Belo FF","Mk-32 3 Torpedo Mount","5","","","30","90","0","","","1"
"Comandante Joao Belo FF","Mk-32 3 Torpedo Mount","6","","","30","270","0","","","1"
"Comandante Joao Belo FF (1995)","100mm/53 (3.9in) model 1953","0","","","320","0","0","DRBC 31D","","1"
"Comandante Joao Belo FF (1995)","100mm/53 (3.9in) model 1953","1","","","300","180","0","DRBC 31D","","1"
"Comandante Joao Belo FF (1995)","40mm L70 Sea Trinity","2","","","165","90","0","","","1"
"Comandante Joao Belo FF (1995)","40mm L70 Sea Trinity","3","","","165","270","0","","","1"
"Comandante Joao Belo FF (1995)","Mk-32 3 Torpedo Mount","4","","","30","90","0","","","1"
"Comandante Joao Belo FF (1995)","Mk-32 3 Torpedo Mount","5","","","30","270","0","","","1"
"Comandante Joao Belo FF (1995) (Uruguay)","100mm/53 (3.9in) model 1953","0","","","320","0","0","DRBC 31D","","1"
"Comandante Joao Belo FF (1995) (Uruguay)","100mm/53 (3.9in) model 1953","1","","","300","180","0","DRBC 31D","","1"
"Comandante Joao Belo FF (1995) (Uruguay)","40mm L70 Sea Trinity","2","","","165","90","0","","","1"
"Comandante Joao Belo FF (1995) (Uruguay)","40mm L70 Sea Trinity","3","","","165","270","0","","","1"
"Comandante Joao Belo FF (1995) (Uruguay)","Mk-32 3 Torpedo Mount","4","","","30","90","0","","","1"
"Comandante Joao Belo FF (1995) (Uruguay)","Mk-32 3 Torpedo Mount","5","","","30","270","0","","","1"
"Combattante II G (Libya)","Otomat Launcher x2","0","","","30","60","20","","","0"
"Combattante II G (Libya)","Otomat Launcher x2","1","","","30","300","20","","","0"
"Combattante II G (Libya)","76 mm/62 Mark 75","2","","","240","0","0","TRS 3030","","1"
"Combattante II G (Libya)","40 mm 2xL70 Bofors","3","","","330","180","0","TRS 3030","","1"
"Commandant Riviere FF","100mm/53 (3.9in) model 1953","0","","","320","0","0","DRBC 31D","","1"
"Commandant Riviere FF","100mm/53 (3.9in) model 1953","1","","","300","180","0","DRBC 31D","","1"
"Commandant Riviere FF","100mm/53 (3.9in) model 1953","2","","","280","180","0","DRBC 31D","","1"
"Commandant Riviere FF","40mm L70 Sea Trinity","3","","","165","90","0","","","1"
"Commandant Riviere FF","40mm L70 Sea Trinity","4","","","165","270","0","","","1"
"Commandant Riviere FF","533mm French L Torp Tubes x3","5","","","30","90","0","","","1"
"Commandant Riviere FF","533mm French L Torp Tubes x3","6","","","30","270","0","","","1"
"Converted Austin AGFH","0.50in/72 (12.7 mm) M3M FN Herstal MG (GAU-21)","0","Stbd .50 cal machine gun","","170","90","0","","","1"
"Converted Austin AGFH","0.50in/72 (12.7 mm) M3M FN Herstal MG (GAU-21)","1","Port .50 cal machine gun","","170","270","0","","","1"
"Converted Austin AGFH","20mm/99 M-61A1 Gatling OGB Mark 15 Block 1B","2","Fwd 20mm Phalanx CIWS","","270","0","0","","","1"
"Converted Austin AGFH","20mm/99 M-61A1 Gatling OGB Mark 15 Block 1B","3","Aft 20mm Phalanx CIWS","","270","180","0","","","1"
"Converted Raleigh AGFH","0.50in/72 (12.7 mm) M3M FN Herstal MG (GAU-21)","0","Fwd .50 cal machine gun","","240","0","0","","","1"
"Converted Raleigh AGFH","0.50in/72 (12.7 mm) M3M FN Herstal MG (GAU-21)","1","Aft .50 cal machine gun","","240","180","0","","","1"
"Converted Raleigh AGFH","20mm/99 M-61A1 Gatling OGB Mark 15 Block 1B","2","Fwd 20mm Phalanx CIWS","","270","0","0","","","1"
"Converted Raleigh AGFH","20mm/99 M-61A1 Gatling OGB Mark 15 Block 1B","3","Aft 20mm Phalanx CIWS","","270","180","0","","","1"
"Converted Raleigh AGFH","25 mm MGS","4","Stbd 25mm Chain Gun","","170","90","0","","","1"
"Converted Raleigh AGFH","25 mm MGS","5","Port 25mm Chain Gun","","170","270","0","","","1"
"CP-140 Aurora","17 DICASS Launcher","0","","","0","0","0","","","0"
"CP-140 Aurora","17 LOFAR Launcher","1","","","0","0","0","","","0"
"CP-140 Aurora","50 DIFAR Launcher","2","","","0","0","0","","","0"
"CP-140 Aurora","P-3 9-18","3","","","0","0","0","","","0"
"CP-140 Aurora","P-3C 10-17","4","","","0","0","0","","","0"
"CP-140 Aurora","P-3C 11-16","5","","","0","0","0","","","0"
"CP-140 Aurora","P-3 12-15","6","","","0","0","0","","","0"
"CP-140 Aurora","P-3 13-14","7","","","0","0","0","","","0"
"CP-140 Aurora","P-3 Bay","8","","","0","0","0","","","0"
"CP-140 Aurora","CM Ejector","9","","","0","0","0","","","0"
"CP-140 Aurora","CM Ejector","10","","","0","0","0","","","0"
"Cruiser","SAM Launcher","0","","","360","0","0","Generic radar","","0"
"Cruiser","SAM Launcher","1","","","360","0","0","Generic radar","","0"
"Cruiser","SSM Launcher","2","","","0","0","0","","","0"
"CV (Kuznetsov) Liaoning","SS-N-19 x12 Launcher","0","","","0","0","20","","","0"
"CV (Kuznetsov) Liaoning","SA-N-9 Revolver Launcher x 12","1","","Port SA-N-9 Launcher","0","270","90","MR-350 Podkat (Port Pair)","","0"
"CV (Kuznetsov) Liaoning","SA-N-9 Revolver Launcher x 12","2","","Stbd SA-N-9 Launcher","0","90","90","MR-350 Podkat (Stbd Pair)","","0"
"CV (Kuznetsov) Liaoning","Kashtan SA-N-11 Mount x 4","3","","Port Kashtan SAM Array","180","270","0","MR-352 Positiv ME-1.2 (Port Array)","","1"
