DatabaseClass text,AirClass text,Quantity numeric,Prefix text,ReadyLevel numeric
"Nimitz CVN-69 USS Dwight D Eisenhower 890417-A","F-14B","12","Dog ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 890417-A","F-14B","12","Ghost Rider ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 890417-A","F/A-18A","12","Hawk ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 890417-A","F/A-18A","12","Cat ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 890417-A","A-6E","6","Blaster ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 890417-A","KA-6D","4","Blaster ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 890417-A","EA-6B","6","Patriot ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 890417-A","E-2C Group 0","6","Bluetails ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 890417-A","S-3B","8","Topcats ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 890417-A","SH-3H","6","Dipper ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 910926-A","F-14B","12","Dog ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 910926-A","F-14B","12","Ghost Rider ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 910926-A","F/A-18C","12","Hawk ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 910926-A","F/A-18C","12","Cat ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 910926-A","A-6E","6","Blaster ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 910926-A","KA-6D","4","Blaster ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 910926-A","EA-6B","6","Patriot ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 910926-A","E-2C Group 1","6","Bluetails ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 910926-A","S-3B","8","Topcats ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 910926-A","SH-3H","6","Dipper ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 941020-A","F-14A","12","Gypsy ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 941020-A","F/A-18C","12","Ragin ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 941020-A","F/A-18C","12","Canyon ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 941020-A","A-6E","6","Puncher ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 941020-A","EA-6B","6","Zapper ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 941020-A","E-2C Group 2","6","Seahawk ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 941020-A","S-3B","8","Nikel ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 941020-A","SH-3H","6","Dusty ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 941020-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 941020-A","ES-3A","2","Raven ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 980610-A","F-14B","12","Victory ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 980610-A","F/A-18C","12","Blaster ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 980610-A","F/A-18C","12","Ram ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 980610-A","F/A-18C","12","Zapper ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 980610-A","EA-6B","6","Scorpion ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 980610-A","E-2C Group 2","4","Tigertails ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 980610-A","S-3B","8","Diamondcutters ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 980610-A","SH-60F","6","Red lions ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 980610-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 980610-A","ES-3A","2","Raven ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 000218-A","F-14B","12","Dog ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 000218-A","F-14B","12","Ripper ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 000218-A","F/A-18C","12","Hawk ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 000218-A","F/A-18C","12","Cat ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 000218-A","EA-6B","6","Patriot ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 000218-A","E-2C Group 2","4","Bluetails ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 000218-A","S-3B","8","Topcats ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 000218-A","SH-60F","6","Dipper ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 000218-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 061003-A","F/A-18E","12","Dog ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 061003-A","F/A-18F","12","Victory ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 061003-A","F/A-18C","12","Ram ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 061003-A","F/A-18C","12","Cat ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 061003-A","EA-6B","6","Patriot ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 061003-A","E-2C 2000 NP","4","Tigertails ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 061003-A","SH-60F","6","Dipper ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 061003-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 090221-A","F/A-18E","12","Dog ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 090221-A","F/A-18F","12","Victory ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 090221-A","F/A-18C","12","Ram ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 090221-A","F/A-18C","12","Cat ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 090221-A","EA-6B","6","Patriot ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 090221-A","E-2C 2000 NP","4","Bluetails ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 090221-A","SH-60F","6","Dipper ","1"
"Nimitz CVN-69 USS Dwight D Eisenhower 090221-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-70 USS Carl Vinson 820415-A","F-14A","12","Fast Eagle ","1"
"Nimitz CVN-70 USS Carl Vinson 820415-A","F-14A","12","Victory ","1"
"Nimitz CVN-70 USS Carl Vinson 820415-A","A-7E","12","Claw ","1"
"Nimitz CVN-70 USS Carl Vinson 820415-A","A-7E","12","Winder ","1"
"Nimitz CVN-70 USS Carl Vinson 820415-A","A-6E","6","Raygun ","1"
"Nimitz CVN-70 USS Carl Vinson 820415-A","KA-6D","4","Raygun ","1"
"Nimitz CVN-70 USS Carl Vinson 820415-A","E-2C","6","Bear Aces ","1"
"Nimitz CVN-70 USS Carl Vinson 820415-A","S-3A","10","Scouts ","1"
"Nimitz CVN-70 USS Carl Vinson 820415-A","SH-3H","6","Sea Griffons ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","F-14A","12","Eagle ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","F-14A","12","Sundown ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","A-7E","12","Ragin ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","A-7E","12","Canyon ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","A-6E","6","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","KA-6D","4","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","EA-6B","6","Garudas ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","E-2C","6","Hormel Hogs ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","S-3A","10","Dragon Fires ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","SH-3H","6","Knight ","1"
"Nimitz CVN-70 USS Carl Vinson 830301-A","EA-3B","6","World Watchers ","1"
"Nimitz CVN-70 USS Carl Vinson 840530-A","F-14A","12","Eagle ","1"
"Nimitz CVN-70 USS Carl Vinson 840530-A","F-14A","12","Sundown ","1"
"Nimitz CVN-70 USS Carl Vinson 840530-A","A-7E","12","Warhawk ","1"
"Nimitz CVN-70 USS Carl Vinson 840530-A","A-7E","12","Mace ","1"
"Nimitz CVN-70 USS Carl Vinson 840530-A","A-6E","6","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 840530-A","KA-6D","4","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 840530-A","EA-6B","6","Garudas ","1"
"Nimitz CVN-70 USS Carl Vinson 840530-A","E-2C","6","Hormel Hogs ","1"
"Nimitz CVN-70 USS Carl Vinson 840530-A","S-3A","10","Dragon Fires ","1"
"Nimitz CVN-70 USS Carl Vinson 840530-A","SH-3H","6","Knight ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","F-14A","12","Eagle ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","F-14A","12","Sundown ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","A-7E","12","Warhawk ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","A-7E","12","Mace ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","A-6E","6","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","KA-6D","4","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","EA-6B","6","Garudas ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","E-2C","6","Hormel Hogs ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","S-3A","10","Dragon Fires ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","SH-3H","6","Knight ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","EA-3B","6","World Watchers ","1"
"Nimitz CVN-70 USS Carl Vinson 841014-A","C-2A","2","Foo Dogs ","1"
"Nimitz CVN-70 USS Carl Vinson 860501-A","F-14A","12","Eagle ","1"
"Nimitz CVN-70 USS Carl Vinson 860501-A","F-14A","12","Sundown ","1"
"Nimitz CVN-70 USS Carl Vinson 860501-A","A-7E","12","Warhawk ","1"
"Nimitz CVN-70 USS Carl Vinson 860501-A","A-7E","12","Mace ","1"
"Nimitz CVN-70 USS Carl Vinson 860501-A","A-6E","6","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 860501-A","KA-6D","4","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 860501-A","EA-6B","6","Garudas ","1"
"Nimitz CVN-70 USS Carl Vinson 860501-A","E-2C","6","Hormel Hogs ","1"
"Nimitz CVN-70 USS Carl Vinson 860501-A","S-3A","10","Dragon Fires ","1"
"Nimitz CVN-70 USS Carl Vinson 860501-A","SH-3H","6","Knight ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","F-14A","12","Eagle ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","F-14A","12","Sundown ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","A-7E","12","Warhawk ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","A-7E","12","Mace ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","A-6E","6","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","KA-6D","4","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","EA-6B","6","Garudas ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","E-2C","6","Hormel Hogs ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","S-3A","10","Dragon Fires ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","SH-3H","6","Knight ","1"
"Nimitz CVN-70 USS Carl Vinson 860812-A","EA-3B","6","World Watchers ","1"
"Nimitz CVN-70 USS Carl Vinson 880615-A","F-14A","12","Eagle ","1"
"Nimitz CVN-70 USS Carl Vinson 880615-A","F-14A","12","Sundown ","1"
"Nimitz CVN-70 USS Carl Vinson 880615-A","A-7E","12","Warhawk ","1"
"Nimitz CVN-70 USS Carl Vinson 880615-A","A-7E","12","Mace ","1"
"Nimitz CVN-70 USS Carl Vinson 880615-A","A-6E","6","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 880615-A","KA-6D","4","Viceroy ","1"
"Nimitz CVN-70 USS Carl Vinson 880615-A","EA-6B","6","Garudas ","1"
"Nimitz CVN-70 USS Carl Vinson 880615-A","E-2C Group 0","6","Hormel Hogs ","1"
"Nimitz CVN-70 USS Carl Vinson 880615-A","S-3A","10","Dragon Fires ","1"
"Nimitz CVN-70 USS Carl Vinson 880615-A","SH-3H","6","Knight ","1"
"Nimitz CVN-70 USS Carl Vinson 940217-A","F-14D","12","Ripper ","1"
"Nimitz CVN-70 USS Carl Vinson 940217-A","F-14D","12","Tomcat ","1"
"Nimitz CVN-70 USS Carl Vinson 940217-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-70 USS Carl Vinson 940217-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-70 USS Carl Vinson 940217-A","A-6E","6","Milestone ","1"
"Nimitz CVN-70 USS Carl Vinson 940217-A","EA-6B","6","Cougars ","1"
"Nimitz CVN-70 USS Carl Vinson 940217-A","E-2C Group 2","6","Black Eagles ","1"
"Nimitz CVN-70 USS Carl Vinson 940217-A","S-3B","8","Blue Wolves ","1"
"Nimitz CVN-70 USS Carl Vinson 940217-A","SH-60F","6","Eightballers ","1"
"Nimitz CVN-70 USS Carl Vinson 940217-A","ES-3A","2","Sea Shadows ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","F-14D","12","Ripper ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","F-14D","12","Tomcat ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","A-6E","6","Milestone ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","EA-6B","6","Cougars ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","E-2C Group 2","6","Black Eagles ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","S-3B","8","Blue Wolves ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","SH-60F","6","Knight ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","ES-3A","2","Sea Shadows ","1"
"Nimitz CVN-70 USS Carl Vinson 960514-A","C-2A","2","Provider ","1"
"Nimitz CVN-70 USS Carl Vinson 970321-A","F-14D","12","Ripper ","1"
"Nimitz CVN-70 USS Carl Vinson 970321-A","F-14D","12","Tomcat ","1"
"Nimitz CVN-70 USS Carl Vinson 970321-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-70 USS Carl Vinson 970321-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-70 USS Carl Vinson 970321-A","EA-6B","6","Cougars ","1"
"Nimitz CVN-70 USS Carl Vinson 970321-A","E-2C Group 2","6","Black Eagles ","1"
"Nimitz CVN-70 USS Carl Vinson 970321-A","S-3B","8","Blue Wolves ","1"
"Nimitz CVN-70 USS Carl Vinson 970321-A","SH-60F","6","Knight ","1"
"Nimitz CVN-70 USS Carl Vinson 970321-A","ES-3A","2","Sea Shadows ","1"
"Nimitz CVN-70 USS Carl Vinson 970321-A","C-2A","2","Provider ","1"
"Nimitz CVN-70 USS Carl Vinson 980501-A","F-14D","12","Lion ","1"
"Nimitz CVN-70 USS Carl Vinson 980501-A","F/A-18A","12","Warhawk ","1"
"Nimitz CVN-70 USS Carl Vinson 980501-A","F/A-18C","12","Beef ","1"
"Nimitz CVN-70 USS Carl Vinson 980501-A","F/A-18C","12","Hobo ","1"
"Nimitz CVN-70 USS Carl Vinson 980501-A","EA-6B","6","Black Raven ","1"
"Nimitz CVN-70 USS Carl Vinson 980501-A","E-2C Group 2","4","Wallbanger ","1"
"Nimitz CVN-70 USS Carl Vinson 980501-A","S-3B","8","Dragonfires ","1"
"Nimitz CVN-70 USS Carl Vinson 980501-A","SH-60F","6","indians ","1"
"Nimitz CVN-70 USS Carl Vinson 980501-A","C-2A","2","Provider ","1"
"Nimitz CVN-70 USS Carl Vinson 981106-A","F-14D","12","Lion ","1"
"Nimitz CVN-70 USS Carl Vinson 981106-A","F/A-18A","12","Warhawk ","1"
"Nimitz CVN-70 USS Carl Vinson 981106-A","F/A-18C","12","Beef ","1"
"Nimitz CVN-70 USS Carl Vinson 981106-A","F/A-18C","12","Hobo ","1"
"Nimitz CVN-70 USS Carl Vinson 981106-A","EA-6B","6","Black Raven ","1"
"Nimitz CVN-70 USS Carl Vinson 981106-A","E-2C Group 2","4","Wallbanger ","1"
"Nimitz CVN-70 USS Carl Vinson 981106-A","S-3B","8","Dragonfires ","1"
"Nimitz CVN-70 USS Carl Vinson 981106-A","SH-60F","6","indians ","1"
"Nimitz CVN-70 USS Carl Vinson 981106-A","ES-3A","2","Sea Shadows ","1"
"Nimitz CVN-70 USS Carl Vinson 981106-A","C-2A","2","Provider ","1"
"Nimitz CVN-70 USS Carl Vinson 010723-A","F-14D","12","Lion ","1"
"Nimitz CVN-70 USS Carl Vinson 010723-A","F/A-18A","12","Warhawk ","1"
"Nimitz CVN-70 USS Carl Vinson 010723-A","F/A-18C","12","Beef ","1"
"Nimitz CVN-70 USS Carl Vinson 010723-A","F/A-18C","12","Hobo ","1"
"Nimitz CVN-70 USS Carl Vinson 010723-A","EA-6B","6","Black Raven ","1"
"Nimitz CVN-70 USS Carl Vinson 010723-A","E-2C Group 2","4","Wallbanger ","1"
"Nimitz CVN-70 USS Carl Vinson 010723-A","S-3B","8","Dragonfires ","1"
"Nimitz CVN-70 USS Carl Vinson 010723-A","SH-60F","6","indians ","1"
"Nimitz CVN-70 USS Carl Vinson 010723-A","C-2A","2","Provider ","1"
"Nimitz CVN-70 USS Carl Vinson 030113-A","F/A-18C","12","Beef ","1"
"Nimitz CVN-70 USS Carl Vinson 030113-A","F/A-18C","12","Knight ","1"
"Nimitz CVN-70 USS Carl Vinson 030113-A","F/A-18C","12","Diamond ","1"
"Nimitz CVN-70 USS Carl Vinson 030113-A","F/A-18C","12","Jason ","1"
"Nimitz CVN-70 USS Carl Vinson 030113-A","EA-6B","6","Jacket ","1"
"Nimitz CVN-70 USS Carl Vinson 030113-A","E-2C Group 2","4","Golden ","1"
"Nimitz CVN-70 USS Carl Vinson 030113-A","S-3B","8","Screwbirds ","1"
"Nimitz CVN-70 USS Carl Vinson 030113-A","SH-60F","6","Eightballers ","1"
"Nimitz CVN-70 USS Carl Vinson 030113-A","C-2A","2","Provider ","1"
"Nimitz CVN-70 USS Carl Vinson 050713-A","F/A-18F","12","knight ","1"
"Nimitz CVN-70 USS Carl Vinson 050713-A","F/A-18C","12","Sword ","1"
"Nimitz CVN-70 USS Carl Vinson 050713-A","F/A-18C","12","Diamond ","1"
"Nimitz CVN-70 USS Carl Vinson 050713-A","F/A-18C","12","Jason ","1"
"Nimitz CVN-70 USS Carl Vinson 050713-A","EA-6B","6","Jacket ","1"
"Nimitz CVN-70 USS Carl Vinson 050713-A","E-2C Group 2","4","Golden ","1"
"Nimitz CVN-70 USS Carl Vinson 050713-A","S-3B","8","Screwbirds ","1"
"Nimitz CVN-70 USS Carl Vinson 050713-A","SH-60F","6","Eightballers ","1"
"Nimitz CVN-70 USS Carl Vinson 050713-A","C-2A","2","Provider ","1"
"Nimitz CVN-70 USS Carl Vinson 101130-A","F/A-18F","12","knight ","1"
"Nimitz CVN-70 USS Carl Vinson 101130-A","F/A-18E","12","Zapper ","1"
"Nimitz CVN-70 USS Carl Vinson 101130-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-70 USS Carl Vinson 101130-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-70 USS Carl Vinson 101130-A","EA-6B","6","Garudas ","1"
"Nimitz CVN-70 USS Carl Vinson 101130-A","E-2C 2000 NP","4","Tigertails ","1"
"Nimitz CVN-70 USS Carl Vinson 101130-A","SH-60F","6","Red Lions ","1"
"Nimitz CVN-70 USS Carl Vinson 101130-A","C-2A","2","Provider ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 880825-A","F-14A","12","Victory ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 880825-A","F-14A","12","Fast Eagle ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 880825-A","F/A-18A","12","Pride ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 880825-A","F/A-18A","12","War Party ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 880825-A","A-6E","6","Raygun ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 880825-A","A-6E","6","Heartless ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 880825-A","EA-6B","6","Shadow Hawks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 880825-A","E-2C","6","Bear Aces ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 880825-A","S-3A","10","Scouts ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 880825-A","SH-3H","6","Sea Griffons ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 881230-A","F-14A","12","Victory ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 881230-A","F-14A","12","Fast Eagle ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 881230-A","F/A-18A","12","Pride ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 881230-A","F/A-18A","12","War Party ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 881230-A","A-6E","6","Raygun ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 881230-A","A-6E","6","Heartless ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 881230-A","EA-6B","6","Shadow Hawks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 881230-A","E-2C Group 0","6","Bear Aces ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 881230-A","S-3A","10","Scouts ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 881230-A","SH-3H","6","Sea Griffons ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","F-14A","12","Victory ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","F-14A","12","Fast Eagle ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","F/A-18A","12","Pride ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","F/A-18A","12","War Party ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","A-6E","6","Tiger ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","A-6E","6","Heartless ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","EA-6B","6","Shadow Hawks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","E-2C Group 1","6","Bear Aces ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","S-3B","8","Scouts ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","SH-3H","6","Sea Griffons ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 901228-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 930311-A","F-14A","12","Victory ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 930311-A","F/A-18C","12","Check ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 930311-A","F/A-18C","12","Pride ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 930311-A","F/A-18C","12","War Party ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 930311-A","A-6E","6","Heartless ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 930311-A","EA-6B","6","Shadow Hawks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 930311-A","E-2C Group 2","6","Bear Aces ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 930311-A","SH-60F","6","Tridents ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 930311-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 930311-A","CH-53E","12","Ugly Angels ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","F-14A","12","Victory ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","F/A-18C","12","Check ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","F/A-18C","12","Pride ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","F/A-18C","12","War Party ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","EA-6B","6","Star Warriors ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","EA-6B","6","Shadowhawks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","E-2C Group 2","6","Bear Aces ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","S-3B","8","Scouts ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","SH-60F","6","Tridents ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","ES-3A","2","Black Ravens ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 950322-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 961125-A","F-14A","12","Gipsy ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 961125-A","F/A-18C","12","Check ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 961125-A","F/A-18C","12","Ragin ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 961125-A","F/A-18C","12","Canyon ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 961125-A","EA-6B","6","Zappers ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 961125-A","E-2C Group 2","6","Seahawks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 961125-A","S-3B","8","Nikel ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 961125-A","SH-60F","6","Dusty ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 961125-A","ES-3A","2","Black Ravens ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 961125-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 990326-A","F-14A","12","Fast Eagle ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 990326-A","F-14A","12","Camelot ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 990326-A","F/A-18C","12","Pride ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 990326-A","F/A-18C","12","War Party ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 990326-A","EA-6B","6","Shadowhawks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 990326-A","E-2C Group 2","4","Bear Aces ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 990326-A","S-3B","8","Scouts ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 990326-A","SH-60F","6","Tridents ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 990326-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 010919-A","F-14B","12","Diamond ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 010919-A","F/A-18C","12","T-Bolt ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 010919-A","F/A-18C","12","Claw ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 010919-A","F/A-18C","12","Winder ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 010919-A","EA-6B","6","Rooks ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 010919-A","E-2C Group 2","4","Screwtops ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 010919-A","S-3B","8","Maulers ","1"
"Nimitz CVN-71 USS Theodore Roosevelt 010919-A","SH-60F","6","Dragonslayers ","1"
