DatabaseClass text primary key,MaxRange_m real,ProbDetonate real,IsPenetration integer,BlastCharge_kg real,FragCharge_kg real,RadCharge_kg real,FragMetal_kg real,FragFragment_kg real,FragSpread real
"Blast680kg","108.69742","0.85","0","660","0","66","0","0","0"
"Blast700kg","109.78337","0.85","0","680","0","68","0","0","0"
"Blast720kg","110.84822","0.85","0","700","0","70","0","0","0"
"Blast740kg","111.89297","0.85","0","720","0","72","0","0","0"
"Blast750kg","113.4244","0.85","0","750","0","75","0","0","0"
"Blast760kg","113.92578","0.85","0","760","0","76","0","0","0"
"Blast780kg","114.9155","0.85","0","780","0","78","0","0","0"
"Blast800kg","115.88842","0.85","0","800","0","80","0","0","0"
"Blast820kg","116.84526","0.85","0","820","0","82","0","0","0"
"Blast840kg","117.78666","0.85","0","840","0","84","0","0","0"
"Blast850kg","118.25175","0.85","0","850","0","85","0","0","0"
"Blast860kg","118.71322","0.85","0","860","0","86","0","0","0"
"Blast880kg","119.62551","0.85","0","880","0","88","0","0","0"
"Blast900kg","120.52409","0.85","0","900","0","90","0","0","0"
"Blast920kg","121.40943","0.85","0","920","0","92","0","0","0"
"Blast940kg","122.28204","0.85","0","940","0","94","0","0","0"
"Blast950kg","122.7137","0.85","0","950","0","95","0","0","0"
"Blast960kg","123.14234","0.85","0","960","0","96","0","0","0"
"Blast980kg","123.99077","0.85","0","980","0","98","0","0","0"
"Blast1000kg","124.82774","0.85","0","1000","0","100","0","0","0"
"Blast1025kg","125.85838","0.85","0","1025","0","102.5","0","0","0"
"Blast1050kg","126.87239","0.85","0","1050","0","105","0","0","0"
"Blast1075kg","127.87043","0.85","0","1075","0","107.5","0","0","0"
"Blast1100kg","128.85309","0.85","0","1100","0","110","0","0","0"
"Blast1125kg","129.82098","0.85","0","1125","0","112.5","0","0","0"
"Blast1150kg","130.77462","0.85","0","1150","0","115","0","0","0"
"Blast1175kg","131.71453","0.85","0","1175","0","117.5","0","0","0"
"Blast1200kg","132.6412","0.85","0","1200","0","120","0","0","0"
"Blast1225kg","133.55508","0.85","0","1225","0","122.5","0","0","0"
"Blast1250kg","134.4566","0.85","0","1250","0","125","0","0","0"
"Blast1275kg","135.34617","0.85","0","1275","0","127.5","0","0","0"
"Blast1300kg","136.22419","0.85","0","1300","0","130","0","0","0"
"Blast1325kg","137.09101","0.85","0","1325","0","132.5","0","0","0"
"Blast1350kg","137.94699","0.85","0","1350","0","135","0","0","0"
"Blast1375kg","138.79246","0.85","0","1375","0","137.5","0","0","0"
"Blast1400kg","139.62775","0.85","0","1400","0","140","0","0","0"
"Blast1425kg","140.45314","0.85","0","1425","0","142.5","0","0","0"
"Blast1450kg","141.26892","0.85","0","1450","0","145","0","0","0"
"Blast1475kg","142.07538","0.85","0","1475","0","147.5","0","0","0"
"Blast1500kg","142.87277","0.85","0","1500","0","150","0","0","0"
"Blast1525kg","143.66135","0.85","0","1525","0","152.5","0","0","0"
"Blast1550kg","144.44135","0.85","0","1550","0","155","0","0","0"
"Blast1575kg","145.21301","0.85","0","1575","0","157.5","0","0","0"
"Blast1600kg","145.97653","0.85","0","1600","0","160","0","0","0"
"Blast1625kg","146.73214","0.85","0","1625","0","162.5","0","0","0"
"Blast1650kg","147.48004","0.85","0","1650","0","165","0","0","0"
"Blast1675kg","148.22041","0.85","0","1675","0","167.5","0","0","0"
"Blast1700kg","148.95346","0.85","0","1700","0","170","0","0","0"
"Blast1725kg","149.67934","0.85","0","1725","0","172.5","0","0","0"
"Blast1750kg","150.39824","0.85","0","1750","0","175","0","0","0"
"Blast1775kg","151.11033","0.85","0","1775","0","177.5","0","0","0"
"Blast1800kg","151.81575","0.85","0","1800","0","180","0","0","0"
"Blast1825kg","152.51467","0.85","0","1825","0","182.5","0","0","0"
"Blast1850kg","153.20724","0.85","0","1850","0","185","0","0","0"
"Blast1875kg","153.89358","0.85","0","1875","0","187.5","0","0","0"
"Blast1900kg","154.57386","0.85","0","1900","0","190","0","0","0"
"Blast1925kg","155.24818","0.85","0","1925","0","192.5","0","0","0"
"Blast1950kg","155.91669","0.85","0","1950","0","195","0","0","0"
"Blast1975kg","156.57951","0.85","0","1975","0","197.5","0","0","0"
"Blast2000kg","157.23676","0.85","0","2000","0","200","0","0","0"
"Blast2050kg","158.53499","0.85","0","2050","0","205","0","0","0"
"Blast2100kg","159.81227","0.85","0","2100","0","210","0","0","0"
"Blast2150kg","161.06942","0.85","0","2150","0","215","0","0","0"
"Blast2200kg","162.30722","0.85","0","2200","0","220","0","0","0"
"Blast2250kg","163.5264","0.85","0","2250","0","225","0","0","0"
"Blast2300kg","164.72763","0.85","0","2300","0","230","0","0","0"
"Blast2350kg","165.91158","0.85","0","2350","0","235","0","0","0"
"Blast2400kg","167.07883","0.85","0","2400","0","240","0","0","0"
"Blast2450kg","168.22998","0.85","0","2450","0","245","0","0","0"
"Blast2500kg","169.36556","0.85","0","2500","0","250","0","0","0"
"Blast2550kg","170.4861","0.85","0","2550","0","255","0","0","0"
"Blast2600kg","171.59207","0.85","0","2600","0","260","0","0","0"
"Blast2650kg","172.68395","0.85","0","2650","0","265","0","0","0"
"Blast2700kg","173.76217","0.85","0","2700","0","270","0","0","0"
"Blast2750kg","174.82715","0.85","0","2750","0","275","0","0","0"
"Blast2800kg","175.87929","0.85","0","2800","0","280","0","0","0"
"Blast2850kg","176.91898","0.85","0","2850","0","285","0","0","0"
"Blast2900kg","177.94657","0.85","0","2900","0","290","0","0","0"
"Blast2950kg","178.96241","0.85","0","2950","0","295","0","0","0"
"Blast3000kg","179.96683","0.85","0","3000","0","300","0","0","0"
"Blast3050kg","180.96015","0.85","0","3050","0","305","0","0","0"
"Blast3100kg","181.94266","0.85","0","3100","0","310","0","0","0"
"Blast3150kg","182.91466","0.85","0","3150","0","315","0","0","0"
"Blast3200kg","183.87642","0.85","0","3200","0","320","0","0","0"
"Blast3250kg","184.82821","0.85","0","3250","0","325","0","0","0"
"Blast3300kg","185.77028","0.85","0","3300","0","330","0","0","0"
"Blast3350kg","186.70288","0.85","0","3350","0","335","0","0","0"
"Blast3400kg","187.62624","0.85","0","3400","0","340","0","0","0"
"Blast3450kg","188.54058","0.85","0","3450","0","345","0","0","0"
"Blast3500kg","189.44613","0.85","0","3500","0","350","0","0","0"
"Blast3550kg","190.3431","0.85","0","3550","0","355","0","0","0"
"Blast3600kg","191.23167","0.85","0","3600","0","360","0","0","0"
"Blast3650kg","192.11205","0.85","0","3650","0","365","0","0","0"
"Blast3700kg","192.98443","0.85","0","3700","0","370","0","0","0"
"Blast3750kg","193.84897","0.85","0","3750","0","375","0","0","0"
"Blast3800kg","194.70586","0.85","0","3800","0","380","0","0","0"
"Blast3850kg","195.55527","0.85","0","3850","0","385","0","0","0"
"Blast3900kg","196.39734","0.85","0","3900","0","390","0","0","0"
"Blast3950kg","197.23225","0.85","0","3950","0","395","0","0","0"
"Blast4000kg","198.06013","0.85","0","4000","0","400","0","0","0"
"BlastFrag0.1kg","82.0059488","0.85","0","0.036","0.031","0.0036","0.033","0.000147321","0.3"
"BlastFrag0.2kg","100.5862692","0.85","0","0.072","0.062","0.0072","0.066","0.000171875","0.3"
"BlastFrag0.3kg","113.8610188","0.85","0","0.108","0.093","0.0108","0.099","0.000190385","0.3"
"BlastFrag0.4kg","124.8051581","0.85","0","0.144","0.124","0.0144","0.132","0.00020625","0.3"
"BlastFrag0.5kg","133.6125612","0.85","0","0.18","0.155","0.018","0.165","0.000219415","0.3"
"BlastFrag0.6kg","141.3731483","0.85","0","0.216","0.186","0.0216","0.198","0.000231308","0.3"
"BlastFrag0.7kg","148.6101376","0.85","0","0.252","0.217","0.0252","0.231","0.000242647","0.3"
"BlastFrag0.8kg","155.6129009","0.85","0","0.288","0.248","0.0288","0.264","0.000253846","0.3"
"BlastFrag0.9kg","160.2857984","0.85","0","0.324","0.279","0.0324","0.297","0.000261444","0.3"
"BlastFrag1kg","166.3078383","0.85","0","0.36","0.31","0.036","0.33","0.000271382","0.3"
"BlastFrag1.1kg","171.0226667","0.85","0","0.393649362","0.342567092","0.039364936","0.363783546","0.000278975","0.3"
"BlastFrag1.2kg","176.0164193","0.85","0","0.427503397","0.374997735","0.04275034","0.397498868","0.00028721","0.3"
"BlastFrag1.3kg","173.1529067","0.85","0","0.461529301","0.407313799","0.04615293","0.4311569","0.000282171","0.3"
"BlastFrag1.4kg","186.0143807","0.85","0","0.495701574","0.439532284","0.049570157","0.464766142","0.000304166","0.3"
"BlastFrag1.5kg","190.2224552","0.85","0","0.53","0.471666667","0.053","0.498333333","0.000311458","0.3"
"BlastFrag1.6kg","200.1360219","0.85","0","0.564408284","0.503727811","0.056440828","0.531863905","0.000329124","0.3"
"BlastFrag1.7kg","209.6043303","0.85","0","0.598913097","0.535724602","0.05989131","0.565362301","0.000346423","0.3"
"BlastFrag1.8kg","218.6654796","0.85","0","0.633503397","0.567664402","0.06335034","0.598832201","0.000363369","0.3"
"BlastFrag1.9kg","227.35245","0.85","0","0.668169935","0.599553376","0.066816994","0.632276688","0.000379974","0.3"
"BlastFrag2kg","235.6940401","0.85","0","0.702904887","0.631396742","0.070290489","0.665698371","0.000396249","0.3"
"BlastFrag2.1kg","243.7155902","0.85","0","0.737701574","0.663198951","0.073770157","0.699099475","0.000412205","0.3"
"BlastFrag2.2kg","251.4395499","0.85","0","0.772554249","0.694963834","0.077255425","0.732481917","0.000427852","0.3"
"BlastFrag2.3kg","258.8859291","0.85","0","0.807457933","0.726694711","0.080745793","0.765847356","0.000443199","0.3"
"BlastFrag2.4kg","266.0726607","0.85","0","0.842408284","0.758394477","0.084240828","0.799197239","0.000458255","0.3"
"BlastFrag2.5kg","273.0158956","0.85","0","0.87740149","0.790065673","0.087740149","0.832532837","0.00047303","0.3"
"BlastFrag2.6kg","279.730245","0.85","0","0.912434188","0.821710541","0.091243419","0.865855271","0.000487531","0.3"
"BlastFrag2.7kg","286.2289814","0.85","0","0.947503397","0.853331069","0.09475034","0.899165534","0.000501766","0.3"
"BlastFrag2.8kg","292.5242062","0.85","0","0.982606461","0.884929026","0.098260646","0.932464513","0.000515744","0.3"
"BlastFrag2.9kg","298.6269908","0.85","0","1.017741002","0.916505999","0.1017741","0.965752999","0.00052947","0.3"
"BlastFrag3kg","304.5474967","0.85","0","1.052904887","0.948063409","0.105290489","0.999031704","0.000542952","0.3"
"BlastFrag3.1kg","310.2950773","0.85","0","1.088096191","0.97960254","0.108809619","1.03230127","0.000556197","0.3"
"BlastFrag3.2kg","315.8783656","0.85","0","1.123313171","1.011124552","0.112331317","1.065562276","0.000569211","0.3"
"BlastFrag3.3kg","321.3053496","0.85","0","1.158554249","1.042630501","0.115855425","1.09881525","0.000582","0.3"
"BlastFrag3.4kg","326.5834382","0.85","0","1.193817984","1.074121344","0.119381798","1.132060672","0.00059457","0.3"
"BlastFrag3.5kg","331.7195182","0.85","0","1.229103064","1.105597958","0.122910306","1.165298979","0.000606927","0.3"
"BlastFrag3.6kg","336.720004","0.85","0","1.264408284","1.137061144","0.126440828","1.198530572","0.000619076","0.3"
"BlastFrag3.7kg","341.5908817","0.85","0","1.299732542","1.168511638","0.129973254","1.231755819","0.000631022","0.3"
"BlastFrag3.8kg","346.337748","0.85","0","1.335074822","1.199950118","0.133507482","1.264975059","0.000642772","0.3"
"BlastFrag3.9kg","350.9658441","0.85","0","1.370434188","1.231377208","0.137043419","1.298188604","0.000654329","0.3"
"BlastFrag4kg","355.4800866","0.85","0","1.405809774","1.262793484","0.140580977","1.331396742","0.000665698","0.3"
"BlastFrag4.1kg","359.8850943","0.85","0","1.441200779","1.29419948","0.144120078","1.36459974","0.000676885","0.3"
"BlastFrag4.2kg","364.1852128","0.85","0","1.476606461","1.325595693","0.147660646","1.397797846","0.000687893","0.3"
"BlastFrag4.3kg","368.384536","0.85","0","1.512026127","1.356982582","0.151202613","1.430991291","0.000698726","0.3"
"BlastFrag4.4kg","372.4869257","0.85","0","1.547459136","1.388360576","0.154745914","1.464180288","0.00070939","0.3"
"BlastFrag4.5kg","376.4960295","0.85","0","1.582904887","1.419730075","0.158290489","1.497365038","0.000719887","0.3"
"BlastFrag4.6kg","380.4152966","0.85","0","1.618362821","1.451091453","0.161836282","1.530545726","0.000730222","0.3"
"BlastFrag4.7kg","384.247992","0.85","0","1.653832412","1.482445058","0.165383241","1.563722529","0.000740399","0.3"
"BlastFrag4.8kg","387.9972101","0.85","0","1.689313171","1.513791219","0.168931317","1.59689561","0.000750421","0.3"
"BlastFrag4.9kg","391.6658864","0.85","0","1.724804637","1.545130242","0.172480464","1.630065121","0.000760292","0.3"
"BlastFrag5kg","395.2568081","0.85","0","1.760306377","1.576462415","0.176030638","1.663231208","0.000770014","0.3"
"BlastFrag5.2kg","404.3268766","0.85","0","1.831339075","1.639107283","0.183133908","1.729553642","0.000794832","0.3"
"BlastFrag5.4kg","413.1275234","0.85","0","1.902408284","1.701727811","0.190240828","1.795863905","0.000819281","0.3"
"BlastFrag5.6kg","421.6733287","0.85","0","1.973511348","1.764325768","0.197351135","1.862162884","0.000843371","0.3"
"BlastFrag5.8kg","429.9776521","0.85","0","2.044645889","1.82690274","0.204464589","1.92845137","0.000867109","0.3"
"BlastFrag6kg","438.0527726","0.85","0","2.115809774","1.889460151","0.211580977","1.994730075","0.000890504","0.3"
"BlastFrag6.2kg","445.9100086","0.85","0","2.187001078","1.951999282","0.218700108","2.060999641","0.000913564","0.3"
"BlastFrag6.4kg","453.5598211","0.85","0","2.258218058","2.014521294","0.225821806","2.127260647","0.000936294","0.3"
"BlastFrag6.6kg","461.0119021","0.85","0","2.329459136","2.077027243","0.232945914","2.193513621","0.000958704","0.3"
"BlastFrag6.8kg","468.2752528","0.85","0","2.400722871","2.139518086","0.240072287","2.259759043","0.000980798","0.3"
"BlastFrag7kg","475.3582504","0.85","0","2.472007951","2.2019947","0.247200795","2.32599735","0.001002585","0.3"
"BlastFrag7.2kg","482.2687078","0.85","0","2.543313171","2.264457886","0.254331317","2.392228943","0.001024071","0.3"
"BlastFrag7.4kg","489.0139252","0.85","0","2.614637429","2.32690838","0.261463743","2.45845419","0.001045261","0.3"
"BlastFrag7.6kg","495.6007363","0.85","0","2.68597971","2.38934686","0.268597971","2.52467343","0.001066163","0.3"
"BlastFrag7.8kg","502.0355491","0.85","0","2.757339075","2.45177395","0.275733908","2.590886975","0.001086781","0.3"
"BlastFrag8kg","508.3243818","0.85","0","2.828714661","2.514190226","0.282871466","2.657095113","0.001107123","0.3"
"BlastFrag8.2kg","514.4728956","0.85","0","2.900105667","2.576596222","0.290010567","2.723298111","0.001127193","0.3"
"BlastFrag8.4kg","520.486423","0.85","0","2.971511348","2.638992435","0.297151135","2.789496217","0.001146997","0.3"
"BlastFrag8.6kg","526.3699942","0.85","0","3.042931014","2.701379324","0.304293101","2.855689662","0.00116654","0.3"
"BlastFrag8.8kg","532.1283604","0.85","0","3.114364023","2.763757318","0.311436402","2.921878659","0.001185827","0.3"
"BlastFrag9kg","537.7660147","0.85","0","3.185809774","2.826126817","0.318580977","2.988063409","0.001204864","0.3"
"BlastFrag9.2kg","543.2872112","0.85","0","3.257267708","2.888488195","0.325726771","3.054244097","0.001223655","0.3"
"BlastFrag9.4kg","548.6959821","0.85","0","3.328737299","2.9508418","0.33287373","3.1204209","0.001242206","0.3"
"BlastFrag9.6kg","553.9961537","0.85","0","3.400218058","3.013187961","0.340021806","3.186593981","0.00126052","0.3"
"BlastFrag9.8kg","559.1913604","0.85","0","3.471709524","3.075526984","0.347170952","3.252763492","0.001278602","0.3"
"BlastFrag10kg","564.2850579","0.85","0","3.543211264","3.137859157","0.354321126","3.318929579","0.001296457","0.3"
"BlastFrag10.5kg","580.0850682","0.85","0","3.722007951","3.293661366","0.372200795","3.484330683","0.001352613","0.3"
"BlastFrag11kg","595.3663261","0.85","0","3.900860626","3.449426249","0.390086063","3.649713125","0.001408068","0.3"
"BlastFrag11.5kg","610.1623903","0.85","0","4.079764311","3.605157126","0.407976431","3.815078563","0.001462837","0.3"
"BlastFrag12kg","624.5033852","0.85","0","4.258714661","3.760856892","0.425871466","3.980428446","0.001516932","0.3"
"BlastFrag12.5kg","638.4164801","0.85","0","4.437707867","3.916528089","0.443770787","4.145764044","0.001570365","0.3"
"BlastFrag13kg","651.9262853","0.85","0","4.616740565","4.072172957","0.461674057","4.311086478","0.00162315","0.3"
"BlastFrag13.5kg","665.0551813","0.85","0","4.795809774","4.227793484","0.479580977","4.476396742","0.001675298","0.3"
"BlastFrag14kg","677.8235953","0.85","0","4.974912838","4.383391442","0.497491284","4.641695721","0.001726821","0.3"
"BlastFrag14.5kg","690.2502344","0.85","0","5.154047379","4.538968414","0.515404738","4.806984207","0.001777731","0.3"
"BlastFrag15kg","702.3522846","0.85","0","5.333211264","4.694525824","0.533321126","4.972262912","0.001828038","0.3"
"BlastFrag15.5kg","714.1455798","0.85","0","5.512402568","4.850064955","0.551240257","5.137532477","0.001877753","0.3"
"BlastFrag16kg","725.6447482","0.85","0","5.691619548","5.005586968","0.569161955","5.302793484","0.001926887","0.3"
"BlastFrag16.5kg","736.863338","0.85","0","5.870860626","5.161092916","0.587086063","5.468046458","0.00197545","0.3"
"BlastFrag17kg","747.8139268","0.85","0","6.050124361","5.316583759","0.605012436","5.63329188","0.002023453","0.3"
"BlastFrag17.5kg","758.5082174","0.85","0","6.229409441","5.472060373","0.622940944","5.798530186","0.002070904","0.3"
"BlastFrag18kg","768.957121","0.85","0","6.408714661","5.627523559","0.640871466","5.96376178","0.002117813","0.3"
"BlastFrag18.5kg","779.1708307","0.85","0","6.588038919","5.782974054","0.658803892","6.128987027","0.00216419","0.3"
"BlastFrag19kg","789.1588868","0.85","0","6.7673812","5.938412534","0.67673812","6.294206267","0.002210044","0.3"
"BlastFrag19.5kg","798.9302338","0.85","0","6.946740565","6.093839623","0.694674057","6.459419812","0.002255384","0.3"
"BlastFrag20kg","808.4932714","0.85","0","7.126116151","6.249255899","0.712611615","6.62462795","0.002300218","0.3"
"BlastFrag20.5kg","817.8559004","0.85","0","7.305507156","6.404661896","0.730550716","6.789830948","0.002344555","0.3"
"BlastFrag21kg","827.0255632","0.85","0","7.484912838","6.560058108","0.748491284","6.955029054","0.002388403","0.3"
"BlastFrag21.5kg","836.0092801","0.85","0","7.664332504","6.715444997","0.76643325","7.120222499","0.00243177","0.3"
"BlastFrag22kg","844.8136823","0.85","0","7.843765513","6.870822991","0.784376551","7.285411496","0.002474664","0.3"
"BlastFrag22.5kg","853.4450414","0.85","0","8.023211264","7.026192491","0.802321126","7.450596245","0.002517093","0.3"
"BlastFrag23kg","861.909296","0.85","0","8.202669198","7.181553868","0.82026692","7.615776934","0.002559065","0.3"
"BlastFrag23.5kg","870.2120762","0.85","0","8.382138789","7.336907474","0.838213879","7.780953737","0.002600586","0.3"
"BlastFrag24kg","878.3587252","0.85","0","8.561619548","7.492253634","0.856161955","7.946126817","0.002641665","0.3"
"BlastFrag24.5kg","886.3543194","0.85","0","8.741111014","7.647592657","0.874111101","8.111296329","0.002682307","0.3"
"BlastFrag25kg","894.2036868","0.85","0","8.920612754","7.802924831","0.892061275","8.276462415","0.002722521","0.3"
"BlastFrag25.5kg","901.9114233","0.85","0","9.100124361","7.958250426","0.910012436","8.441625213","0.002762312","0.3"
"BlastFrag26kg","909.4819081","0.85","0","9.279645452","8.113569698","0.927964545","8.606784849","0.002801688","0.3"
"BlastFrag26.5kg","916.9193175","0.85","0","9.459175666","8.268882889","0.945917567","8.771941445","0.002840655","0.3"
"BlastFrag27kg","924.2276381","0.85","0","9.638714661","8.424190226","0.963871466","8.937095113","0.002879219","0.3"
"BlastFrag27.5kg","931.410678","0.85","0","9.818262116","8.579491923","0.981826212","9.102245961","0.002917387","0.3"
"BlastFrag28kg","938.472078","0.85","0","9.997817725","8.734788183","0.999781772","9.267394092","0.002955164","0.3"
"BlastFrag28.5kg","945.4153216","0.85","0","10.1773812","8.8900792","1.01773812","9.4325396","0.002992557","0.3"
"BlastFrag29kg","952.2437441","0.85","0","10.35695227","9.045365156","1.035695227","9.597682578","0.003029572","0.3"
"BlastFrag29.5kg","958.9605413","0.85","0","10.53653067","9.200646223","1.053653067","9.762823111","0.003066213","0.3"
"BlastFrag30kg","965.5687775","0.85","0","10.71611615","9.355922566","1.071611615","9.927961283","0.003102488","0.3"
"BlastFrag31kg","981.3039459","0.85","0","11.07530745","9.666461697","1.107530745","10.25823085","0.003189748","0.3"
"BlastFrag32kg","996.662082","0.85","0","11.43452444","9.97698371","1.143452444","10.58849185","0.003276142","0.3"
"BlastFrag33kg","1011.660481","0.85","0","11.79376551","10.28748966","1.179376551","10.91874483","0.003361683","0.3"
"BlastFrag34kg","1026.315191","0.85","0","12.15302925","10.5979805","1.215302925","11.24899025","0.003446382","0.3"
"BlastFrag35kg","1040.64113","0.85","0","12.51231433","10.90845711","1.251231433","11.57922856","0.003530253","0.3"
"BlastFrag36kg","1054.652204","0.85","0","12.87161955","11.2189203","1.287161955","11.90946015","0.003613307","0.3"
"BlastFrag37kg","1068.361394","0.85","0","13.23094381","11.5293708","1.323094381","12.2396854","0.003695557","0.3"
"BlastFrag38kg","1081.780845","0.85","0","13.59028609","11.83980928","1.359028609","12.56990464","0.003777015","0.3"
"BlastFrag39kg","1094.921938","0.85","0","13.94964545","12.15023637","1.394964545","12.90011818","0.003857691","0.3"
"BlastFrag40kg","1107.795355","0.85","0","14.30902104","12.46065264","1.430902104","13.23032632","0.003937597","0.3"
"BlastFrag41kg","1120.411143","0.85","0","14.66841204","12.77105864","1.466841204","13.56052932","0.004016744","0.3"
"BlastFrag42kg","1132.77876","0.85","0","15.02781772","13.08145485","1.502781772","13.89072743","0.004095144","0.3"
"BlastFrag43kg","1144.907125","0.85","0","15.38723739","13.39184174","1.538723739","14.22092087","0.004172805","0.3"
"BlastFrag44kg","1156.804662","0.85","0","15.7466704","13.70221973","1.57466704","14.55110987","0.00424974","0.3"
"BlastFrag45kg","1168.479334","0.85","0","16.10611615","14.01258923","1.610611615","14.88129462","0.004325958","0.3"
"BlastFrag46kg","1179.938683","0.85","0","16.46557408","14.32295061","1.646557408","15.21147531","0.004401469","0.3"
"BlastFrag47kg","1191.189854","0.85","0","16.82504368","14.63330422","1.682504368","15.54165211","0.004476282","0.3"
"BlastFrag48kg","1202.239629","0.85","0","17.18452444","14.94365038","1.718452444","15.87182519","0.004550409","0.3"
"BlastFrag49kg","1213.094451","0.85","0","17.5440159","15.2539894","1.75440159","16.2019947","0.004623857","0.3"
"BlastFrag50kg","1223.760444","0.85","0","17.90351764","15.56432157","1.790351764","16.53216079","0.004696637","0.3"
"BlastFrag52.5kg","1254.365666","0.85","0","18.80231433","16.34012378","1.880231433","17.35756189","0.004908813","0.3"
"BlastFrag55kg","1284.007107","0.85","0","19.701167","17.11588866","1.9701167","18.18294433","0.005119072","0.3"
"BlastFrag57.5kg","1312.748221","0.85","0","20.60007069","17.89161954","2.060007069","19.00830977","0.005327441","0.3"
"BlastFrag60kg","1340.645812","0.85","0","21.49902104","18.66731931","2.149902104","19.83365965","0.005533945","0.3"
"BlastFrag62.5kg","1367.750978","0.85","0","22.39801424","19.4429905","2.239801424","20.65899525","0.00573861","0.3"
"BlastFrag65kg","1394.109887","0.85","0","23.29704694","20.21863537","2.329704694","21.48431769","0.00594146","0.3"
"BlastFrag67.5kg","1419.764424","0.85","0","24.19611615","20.9942559","2.419611615","22.30962795","0.006142519","0.3"
"BlastFrag70kg","1444.752732","0.85","0","25.09521921","21.76985386","2.509521921","23.13492693","0.006341811","0.3"
"BlastFrag72.5kg","1469.109668","0.85","0","25.99435376","22.54543083","2.599435376","23.96021541","0.00653936","0.3"
"BlastFrag75kg","1492.867188","0.85","0","26.89351764","23.32098824","2.689351764","24.78549412","0.006735189","0.3"
"BlastFrag77.5kg","1516.05468","0.85","0","27.79270894","24.09652737","2.779270894","25.61076369","0.006929319","0.3"
"BlastFrag80kg","1538.69924","0.85","0","28.69192593","24.87204938","2.869192593","26.43602469","0.007121774","0.3"
"BlastFrag82.5kg","1560.825923","0.85","0","29.591167","25.64755533","2.9591167","27.26127767","0.007312574","0.3"
"BlastFrag85kg","1582.45795","0.85","0","30.49043074","26.42304617","3.049043074","28.08652309","0.007501742","0.3"
"BlastFrag87.5kg","1603.616895","0.85","0","31.38971582","27.19852279","3.138971582","28.91176139","0.007689298","0.3"
"BlastFrag90kg","1624.32284","0.85","0","32.28902104","27.97398597","3.228902104","29.73699299","0.007875263","0.3"
"BlastFrag92.5kg","1644.594522","0.85","0","33.1883453","28.74943647","3.31883453","30.56221823","0.008059657","0.3"
"BlastFrag95kg","1664.449454","0.85","0","34.08768758","29.52487495","3.408768758","31.38743747","0.008242499","0.3"
"BlastFrag97.5kg","1683.904036","0.85","0","34.98704694","30.30030204","3.498704694","32.21265102","0.00842381","0.3"
"BlastFrag100kg","1702.973652","0.85","0","35.88642253","31.07571831","3.588642253","33.03785916","0.008603609","0.3"
"BlastFrag105kg","1743.846929","0.85","0","37.68521921","32.62652052","3.768521921","34.68826026","0.008995918","0.3"
"BlastFrag110kg","1783.437355","0.85","0","39.48407189","34.17728541","3.948407189","36.3386427","0.00938498","0.3"
"BlastFrag115kg","1821.830217","0.85","0","41.28297557","35.72801628","4.128297557","37.98900814","0.009770835","0.3"
"BlastFrag120kg","1859.101784","0.85","0","43.08192593","37.27871605","4.308192593","39.63935802","0.010153524","0.3"
"BlastFrag125kg","1895.320595","0.85","0","44.88091913","38.82938725","4.488091913","41.28969362","0.010533085","0.3"
"BlastFrag130kg","1930.548515","0.85","0","46.67995183","40.38003211","4.667995183","42.94001606","0.010909557","0.3"
"BlastFrag135kg","1964.841622","0.85","0","48.47902104","41.93065264","4.847902104","44.59032632","0.011282977","0.3"
"BlastFrag140kg","1998.250938","0.85","0","50.2781241","43.4812506","5.02781241","46.2406253","0.011653383","0.3"
"BlastFrag145kg","2030.823051","0.85","0","52.07725864","45.03182757","5.207725864","47.89091379","0.012020812","0.3"
"BlastFrag150kg","2062.600638","0.85","0","53.87642253","46.58238498","5.387642253","49.54119249","0.012385298","0.3"
"BlastFrag155kg","2093.622915","0.85","0","55.67561383","48.13292411","5.567561383","51.19146206","0.012746878","0.3"
"BlastFrag160kg","2123.926017","0.85","0","57.47483081","49.68344613","5.747483081","52.84172306","0.013105586","0.3"
"BlastFrag165kg","2153.543332","0.85","0","59.27407189","51.23395207","5.927407189","54.49197604","0.013461457","0.3"
"BlastFrag170kg","2182.505783","0.85","0","61.07333563","52.78444292","6.107333563","56.14222146","0.013814523","0.3"
"BlastFrag175kg","2210.842081","0.85","0","62.8726207","54.33491953","6.28726207","57.79245977","0.014164819","0.3"
"BlastFrag180kg","2238.578938","0.85","0","64.67192593","55.88538272","6.467192593","59.44269136","0.014512376","0.3"
"BlastFrag185kg","2265.741259","0.85","0","66.47125018","57.43583321","6.647125018","61.09291661","0.014857227","0.3"
"BlastFrag190kg","2292.352312","0.85","0","68.27059246","58.98627169","6.827059246","62.74313585","0.015199403","0.3"
"BlastFrag195kg","2318.433872","0.85","0","70.06995183","60.53669878","7.006995183","64.39334939","0.015538936","0.3"
"BlastFrag200kg","2344.006355","0.85","0","71.86932742","62.08711506","7.186932742","66.04355753","0.015875855","0.3"
"BlastFrag205kg","2369.088933","0.85","0","73.66871842","63.63752105","7.366871842","67.69376053","0.016210192","0.3"
"BlastFrag210kg","2393.69964","0.85","0","75.4681241","65.18791727","7.54681241","69.34395863","0.016541975","0.3"
"BlastFrag215kg","2417.855461","0.85","0","77.26754377","66.73830415","7.726754377","70.99415208","0.016871234","0.3"
"BlastFrag220kg","2441.572423","0.85","0","79.06697678","68.28868215","7.906697678","72.64434107","0.017197997","0.3"
