DatabaseClass numeric,SensorClass numeric,SensorAz numeric
"FF Class Mariscal Sucre","INTRA","0"
"FF Class Mariscal Sucre","LAMBDA-F CME","0"
"FF Class Mariscal Sucre","LAMBDA-F MAE","0"
"FF Class Mariscal Sucre","PRT-401","0"
"FF Class Mariscal Sucre","RAN-10S","0"
"FF Class Mariscal Sucre","RAN-11L/X","0"
"FF Class Mariscal Sucre","RTN-10XPx2","0"
"FF Class Mariscal Sucre","RTN-20X-2","180"
"FGR.Mk.2","APQ-120","0"
"FGR.Mk.2","Eyeball 20/10","0"
"FGR.Mk.2","Eyeball 20/10d","0"
"FGR.Mk.2","Eyeball 20/10e","0"
"FGR.Mk.2","Eyeball 20/10f","0"
"FGR.Mk.2","Laser-15km","0"
"FGR.Mk.2","RWR-1.5","0"
"FJ-2 Fury","Eyeball 20/10","0"
"FJ-2 Fury","Eyeball 20/10d","0"
"FJ-2 Fury","Eyeball 20/10e","0"
"FJ-2 Fury","Eyeball 20/10f","0"
"FJ-3 Fury","Eyeball 20/10","0"
"FJ-3 Fury","Eyeball 20/10d","0"
"FJ-3 Fury","Eyeball 20/10e","0"
"FJ-3 Fury","Eyeball 20/10f","0"
"FJ-3M Fury","Eyeball 20/10","0"
"FJ-3M Fury","Eyeball 20/10d","0"
"FJ-3M Fury","Eyeball 20/10e","0"
"FJ-3M Fury","Eyeball 20/10f","0"
"FJ-4 Fury","Eyeball 20/10","0"
"FJ-4 Fury","Eyeball 20/10d","0"
"FJ-4 Fury","Eyeball 20/10e","0"
"FJ-4 Fury","Eyeball 20/10f","0"
"FJ-4B Fury","Eyeball 20/10","0"
"FJ-4B Fury","Eyeball 20/10d","0"
"FJ-4B Fury","Eyeball 20/10e","0"
"FJ-4B Fury","Eyeball 20/10f","0"
"FL Class Almirante Padilla (2011)","ASO-84-5-ACT","0"
"FL Class Almirante Padilla (2011)","ASO-84-5-PAS","0"
"FL Class Almirante Padilla (2011)","Eyeball 20/20","0"
"FL Class Almirante Padilla (2011)","Eyeball 20/20b","0"
"FL Class Almirante Padilla (2011)","Eyeball 20/20c","0"
"FL Class Almirante Padilla (2011)","Eyeball 20/20d","0"
"FL Class Almirante Padilla (2011)","Furuno","0"
"FL Class Almirante Padilla (2011)","Mirador-EOD","0"
"FL Class Almirante Padilla (2011)","SMART-S Mk2","0"
"FL Class Almirante Padilla (2011)","STING-EO Mk2","0"
"FL Class Almirante Padilla (2011)","Scanter 2001","0"
"FL Class Almirante Padilla (2011)","Vigile-300","0"
"FL Class Almirante Padilla","AC-672","0"
"FL Class Almirante Padilla","ASO-84-5-ACT","0"
"FL Class Almirante Padilla","ASO-84-5-PAS","0"
"FL Class Almirante Padilla","Canopus-A","180"
"FL Class Almirante Padilla","Castor-IIB","0"
"FL Class Almirante Padilla","Eyeball 20/20","0"
"FL Class Almirante Padilla","Eyeball 20/20b","0"
"FL Class Almirante Padilla","Eyeball 20/20c","0"
"FL Class Almirante Padilla","Eyeball 20/20d","0"
"FL Class Almirante Padilla","Furuno","0"
"FL Class Almirante Padilla","Raytheon","0"
"FL Class Almirante Padilla","SCIMITAR","0"
"FL Class Almirante Padilla","Sea Tiger","0"
"FPS-117 Installation","FPS-117","0"
"Falcon-20DC Prometeo","ELINT Prometeo","0"
"Falcon-20DC Prometeo","Eyeball 20/10","0"
"Falcon-20DC Prometeo","Eyeball 20/10b","0"
"Falcon-20DC Prometeo","Eyeball 20/10c","0"
"Famous Cutter WMEC","ESM-1.5","0"
"Famous Cutter WMEC","Eyeball 20/20","0"
"Famous Cutter WMEC","Eyeball 20/20b","0"
"Famous Cutter WMEC","Eyeball 20/20c","0"
"Famous Cutter WMEC","Eyeball 20/20d","0"
"Famous Cutter WMEC","SPS-73(V) SS","0"
"Faro ESGLM","Raytheon","0"
"Fearless LPD","Eyeball 20/20","0"
"Fearless LPD","Eyeball 20/20b","0"
"Fearless LPD","Eyeball 20/20c","0"
"Fearless LPD","Eyeball 20/20d","0"
"Fearless LPD","Sea Cat Operator","0"
"Fearless LPD","Type 978","0"
"Fearless LPD","Type 993","0"
"Ferry","ARPA-X","0"
"Ferry","Eyeball 20/20","0"
"Ferry","Eyeball 20/20b","0"
"Ferry","Eyeball 20/20c","0"
"Ferry","Eyeball 20/20d","0"
"Fishing Boat","Eyeball 20/20","0"
"Fishing Boat","Eyeball 20/20b","0"
"Fishing Boat","Eyeball 20/20c","0"
"Fishing Boat","Eyeball 20/20d","0"
"Fishing Boat","Raytheon","0"
"Fletcher DDE 1949","Eyeball 20/20","0"
"Fletcher DDE 1949","Eyeball 20/20b","0"
"Fletcher DDE 1949","Eyeball 20/20c","0"
"Fletcher DDE 1949","Eyeball 20/20d","0"
"Fletcher DDE 1949","SPS-12","0"
"Fletcher DDE 1949","SPS-6B","0"
"Fletcher DDE 1949","SPS-8A","0"
"Fletcher DDE 1949","SQS-23 Active","0"
"Fletcher DDE 1949","SQS-23 Passive","0"
"Fletcher DDE 1949(Italy)","Eyeball 20/20","0"
"Fletcher DDE 1949(Italy)","Eyeball 20/20b","0"
"Fletcher DDE 1949(Italy)","Eyeball 20/20c","0"
"Fletcher DDE 1949(Italy)","Eyeball 20/20d","0"
"Fletcher DDE 1949(Italy)","SPS-12","0"
"Fletcher DDE 1949(Italy)","SPS-6B","0"
"Fletcher DDE 1949(Italy)","SPS-8A","0"
"Fletcher DDE 1949(Italy)","SQS-23 Active","0"
"Fletcher DDE 1949(Italy)","SQS-23 Passive","0"
"Fletcher","Eyeball 20/20","0"
"Fletcher","Eyeball 20/20b","0"
"Fletcher","Eyeball 20/20c","0"
"Fletcher","Eyeball 20/20d","0"
"Fletcher","QHBa Active","0"
"Fletcher","SPS-12","0"
"Fletcher","SPS-6B","0"
"Fletcher","SPS-8A","0"
"Fletcher(Argentina)","Eyeball 20/20","0"
"Fletcher(Argentina)","Eyeball 20/20b","0"
"Fletcher(Argentina)","Eyeball 20/20c","0"
"Fletcher(Argentina)","Eyeball 20/20d","0"
"Fletcher(Argentina)","QHBa Active","0"
"Fletcher(Argentina)","SPS-12","0"
"Fletcher(Argentina)","SPS-6B","0"
"Fletcher(Argentina)","SPS-8A","0"
"Fletcher(Brazil)","Eyeball 20/20","0"
"Fletcher(Brazil)","Eyeball 20/20b","0"
"Fletcher(Brazil)","Eyeball 20/20c","0"
"Fletcher(Brazil)","Eyeball 20/20d","0"
"Fletcher(Brazil)","QHBa Active","0"
"Fletcher(Brazil)","SPS-12","0"
"Fletcher(Brazil)","SPS-6B","0"
"Fletcher(Brazil)","SPS-8A","0"
"Fletcher(Chile)","Eyeball 20/20","0"
"Fletcher(Chile)","Eyeball 20/20b","0"
"Fletcher(Chile)","Eyeball 20/20c","0"
"Fletcher(Chile)","Eyeball 20/20d","0"
"Fletcher(Chile)","QHBa Active","0"
"Fletcher(Chile)","SPS-12","0"
"Fletcher(Chile)","SPS-6B","0"
"Fletcher(Chile)","SPS-8A","0"
"Fletcher(Colombia)","Eyeball 20/20","0"
"Fletcher(Colombia)","Eyeball 20/20b","0"
"Fletcher(Colombia)","Eyeball 20/20c","0"
"Fletcher(Colombia)","Eyeball 20/20d","0"
"Fletcher(Colombia)","QHBa Active","0"
"Fletcher(Colombia)","SPS-12","0"
"Fletcher(Colombia)","SPS-6B","0"
"Fletcher(Colombia)","SPS-8A","0"
"Fletcher(Germany)","Eyeball 20/20","0"
"Fletcher(Germany)","Eyeball 20/20b","0"
"Fletcher(Germany)","Eyeball 20/20c","0"
"Fletcher(Germany)","Eyeball 20/20d","0"
"Fletcher(Germany)","QHBa Active","0"
"Fletcher(Germany)","SPS-12","0"
"Fletcher(Germany)","SPS-6B","0"
"Fletcher(Germany)","SPS-8A","0"
"Fletcher(Greece)","Eyeball 20/20","0"
"Fletcher(Greece)","Eyeball 20/20b","0"
"Fletcher(Greece)","Eyeball 20/20c","0"
"Fletcher(Greece)","Eyeball 20/20d","0"
"Fletcher(Greece)","QHBa Active","0"
"Fletcher(Greece)","SPS-12","0"
"Fletcher(Greece)","SPS-6B","0"
"Fletcher(Greece)","SPS-8A","0"
"Fletcher(Italy)","Eyeball 20/20","0"
"Fletcher(Italy)","Eyeball 20/20b","0"
"Fletcher(Italy)","Eyeball 20/20c","0"
"Fletcher(Italy)","Eyeball 20/20d","0"
"Fletcher(Italy)","QHBa Active","0"
"Fletcher(Italy)","SPS-12","0"
"Fletcher(Italy)","SPS-6B","0"
"Fletcher(Italy)","SPS-8A","0"
"Fletcher(Japan)","Eyeball 20/20","0"
"Fletcher(Japan)","Eyeball 20/20b","0"
"Fletcher(Japan)","Eyeball 20/20c","0"
"Fletcher(Japan)","Eyeball 20/20d","0"
"Fletcher(Japan)","QHBa Active","0"
"Fletcher(Japan)","SPS-12","0"
"Fletcher(Japan)","SPS-6B","0"
"Fletcher(Japan)","SPS-8A","0"
"Fletcher(Korea, South)","Eyeball 20/20","0"
"Fletcher(Korea, South)","Eyeball 20/20b","0"
"Fletcher(Korea, South)","Eyeball 20/20c","0"
"Fletcher(Korea, South)","Eyeball 20/20d","0"
"Fletcher(Korea, South)","QHBa Active","0"
"Fletcher(Korea, South)","SPS-12","0"
"Fletcher(Korea, South)","SPS-6B","0"
"Fletcher(Korea, South)","SPS-8A","0"
"Fletcher(Mexico)","Eyeball 20/20","0"
"Fletcher(Mexico)","Eyeball 20/20b","0"
"Fletcher(Mexico)","Eyeball 20/20c","0"
"Fletcher(Mexico)","Eyeball 20/20d","0"
"Fletcher(Mexico)","QHBa Active","0"
"Fletcher(Mexico)","SPS-12","0"
"Fletcher(Mexico)","SPS-6B","0"
"Fletcher(Mexico)","SPS-8A","0"
"Fletcher(Peru)","Eyeball 20/20","0"
"Fletcher(Peru)","Eyeball 20/20b","0"
"Fletcher(Peru)","Eyeball 20/20c","0"
"Fletcher(Peru)","Eyeball 20/20d","0"
"Fletcher(Peru)","QHBa Active","0"
"Fletcher(Peru)","SPS-12","0"
"Fletcher(Peru)","SPS-6B","0"
"Fletcher(Peru)","SPS-8A","0"
"Fletcher(Spain)","Eyeball 20/20","0"
"Fletcher(Spain)","Eyeball 20/20b","0"
"Fletcher(Spain)","Eyeball 20/20c","0"
"Fletcher(Spain)","Eyeball 20/20d","0"
"Fletcher(Spain)","QHBa Active","0"
"Fletcher(Spain)","SPS-12","0"
"Fletcher(Spain)","SPS-6B","0"
"Fletcher(Spain)","SPS-8A","0"
"Fletcher(Taiwan)","Eyeball 20/20","0"
"Fletcher(Taiwan)","Eyeball 20/20b","0"
"Fletcher(Taiwan)","Eyeball 20/20c","0"
"Fletcher(Taiwan)","Eyeball 20/20d","0"
"Fletcher(Taiwan)","QHBa Active","0"
"Fletcher(Taiwan)","SPS-12","0"
"Fletcher(Taiwan)","SPS-6B","0"
"Fletcher(Taiwan)","SPS-8A","0"
"Fletcher(Turkey)","Eyeball 20/20","0"
"Fletcher(Turkey)","Eyeball 20/20b","0"
"Fletcher(Turkey)","Eyeball 20/20c","0"
"Fletcher(Turkey)","Eyeball 20/20d","0"
"Fletcher(Turkey)","QHBa Active","0"
"Fletcher(Turkey)","SPS-12","0"
"Fletcher(Turkey)","SPS-6B","0"
"Fletcher(Turkey)","SPS-8A","0"
"Floreal","ARBR 17","0"
"Floreal","DRBV 21A","0"
"Floreal","DUBA-25A Active","0"
"Floreal","Eyeball 20/20","0"
"Floreal","Eyeball 20/20b","0"
"Floreal","Eyeball 20/20c","0"
"Floreal","Eyeball 20/20d","0"
"Forbin","ARBB-33 ECM","0"
"Forbin","EMPAR","0"
"Forbin","ESM-3","0"
"Forbin","Eyeball 20/20","0"
"Forbin","Eyeball 20/20b","0"
"Forbin","Eyeball 20/20c","0"
"Forbin","Eyeball 20/20d","0"
"Forbin","S1850M","0"
"Forbin","UMS 4110 Active","0"
"Forbin","UMS 4110 Passive","0"
"Fort Victoria AOR","Eyeball 20/20","0"
"Fort Victoria AOR","Eyeball 20/20b","0"
"Fort Victoria AOR","Eyeball 20/20c","0"
"Fort Victoria AOR","Eyeball 20/20d","0"
"Fort Victoria AOR","Phalanx FC","0"
"Fort Victoria AOR","Type 1007","0"
"Fort Victoria AOR","Type 996","0"
"Fridtjof Nansen FFGHM","CS-3701 ESM","0"
"Fridtjof Nansen FFGHM","Eyeball 20/20","0"
"Fridtjof Nansen FFGHM","Eyeball 20/20b","0"
"Fridtjof Nansen FFGHM","Eyeball 20/20c","0"
"Fridtjof Nansen FFGHM","Eyeball 20/20d","0"
"Fridtjof Nansen FFGHM","MRS 2000 Active","0"
"Fridtjof Nansen FFGHM","MRS 2000 Passive","0"
"Fridtjof Nansen FFGHM","Mk-2 ATAS","180"
"Fridtjof Nansen FFGHM","SPG-62 8","0"
"Fridtjof Nansen FFGHM","SPY-1F","0"
"Fridtjof Nansen FFGHM","VAMPIR NG IIRST","0"
"Gannet AEW.3","APS-20E","0"
"Gannet AEW.3","Eyeball 20/10","0"
"Gannet AEW.3","Eyeball 20/10b","0"
"Gannet AEW.3","Eyeball 20/10c","0"
"General Cargo","Eyeball 20/20","0"
"General Cargo","Eyeball 20/20b","0"
"General Cargo","Eyeball 20/20c","0"
"General Cargo","Eyeball 20/20d","0"
"General Cargo","Racal Decca","0"
"Generic Mobile Artillery 155mm","Eyeball 20/20e","0"
"Generic Mobile Artillery 155mm","Eyeball 20/20f","0"
"Generic Mobile Artillery 155mm","Eyeball 20/20g","0"
"Generic Mobile Artillery 155mm","Eyeball 20/20h","0"
"Generic Tank 105mm Cannon","Eyeball 20/20e","0"
"Generic Tank 105mm Cannon","Eyeball 20/20f","0"
"Generic Tank 105mm Cannon","Eyeball 20/20g","0"
"Generic Tank 105mm Cannon","Eyeball 20/20h","0"
"Generic Tank 90mm Cannon","Eyeball 20/20e","0"
"Generic Tank 90mm Cannon","Eyeball 20/20f","0"
"Generic Tank 90mm Cannon","Eyeball 20/20g","0"
"Generic Tank 90mm Cannon","Eyeball 20/20h","0"
"Generic aircraft","Aft airborne search-1","180"
"Generic aircraft","Eyeball 20/10","0"
"Generic aircraft","Eyeball 20/10b","0"
"Generic aircraft","Eyeball 20/10c","0"
"Generic aircraft","Fighter radar","0"
"Generic helo II","Eyeball 20/10","0"
"Generic helo II","Eyeball 20/10b","0"
"Generic helo II","Eyeball 20/10c","0"
"Generic helo II","Generic radar","0"
"Generic mobile Artillery 105mm","Eyeball 20/20","0"
"Generic mobile Artillery 105mm","Eyeball 20/20b","0"
"Generic mobile Artillery 105mm","Eyeball 20/20c","0"
"Generic mobile Artillery 105mm","Eyeball 20/20d","0"
"Generic submarine","ESM-1","0"
"Generic submarine","Generic active sonar","0"
"Generic submarine","Generic passive sonar","0"
"Generic submarine","Generic radar","0"
"Generic submarine","Periscope-1","0"
"Georges Leygues DDGHM(D640)(02)","ARBR 17","0"
"Georges Leygues DDGHM(D640)(02)","DRBV 15C","0"
"Georges Leygues DDGHM(D640)(02)","DRBV 26","0"
"Georges Leygues DDGHM(D640)(02)","DUBV-23 Active","0"
"Georges Leygues DDGHM(D640)(02)","DUBV-43 VDS Active","180"
"Georges Leygues DDGHM(D640)(02)","Eyeball 20/20","0"
"Georges Leygues DDGHM(D640)(02)","Eyeball 20/20b","0"
"Georges Leygues DDGHM(D640)(02)","Eyeball 20/20c","0"
"Georges Leygues DDGHM(D640)(02)","Eyeball 20/20d","0"
"Georges Leygues DDGHM(D640)(02)","VAMPIR MB IIRST","0"
"Georges Leygues DDGHM(D640)(79)","ARBR 17","0"
"Georges Leygues DDGHM(D640)(79)","DRBV 26","0"
"Georges Leygues DDGHM(D640)(79)","DRBV 51D","0"
"Georges Leygues DDGHM(D640)(79)","DUBV-23 Active","0"
"Georges Leygues DDGHM(D640)(79)","DUBV-43 VDS Active","180"
"Georges Leygues DDGHM(D640)(79)","Eyeball 20/20","0"
"Georges Leygues DDGHM(D640)(79)","Eyeball 20/20b","0"
"Georges Leygues DDGHM(D640)(79)","Eyeball 20/20c","0"
"Georges Leygues DDGHM(D640)(79)","Eyeball 20/20d","0"
"Georges Leygues DDGHM(D640)(96)","ARBR 17","0"
"Georges Leygues DDGHM(D640)(96)","DRBV 26","0"
"Georges Leygues DDGHM(D640)(96)","DRBV 51D","0"
"Georges Leygues DDGHM(D640)(96)","DUBV-23 Active","0"
"Georges Leygues DDGHM(D640)(96)","DUBV-43 VDS Active","180"
"Georges Leygues DDGHM(D640)(96)","Eyeball 20/20","0"
"Georges Leygues DDGHM(D640)(96)","Eyeball 20/20b","0"
"Georges Leygues DDGHM(D640)(96)","Eyeball 20/20c","0"
"Georges Leygues DDGHM(D640)(96)","Eyeball 20/20d","0"
"Georges Leygues DDGHM(D640)(96)","VAMPIR MB IIRST","0"
"Georges Leygues DDGHM(D644)(02)","ARBR 17","0"
"Georges Leygues DDGHM(D644)(02)","DRBV 15C","0"
"Georges Leygues DDGHM(D644)(02)","DRBV 26","0"
"Georges Leygues DDGHM(D644)(02)","DUBV-23 Active","0"
"Georges Leygues DDGHM(D644)(02)","DUBV-43 VDS Active","180"
"Georges Leygues DDGHM(D644)(02)","Eyeball 20/20","0"
"Georges Leygues DDGHM(D644)(02)","Eyeball 20/20b","0"
"Georges Leygues DDGHM(D644)(02)","Eyeball 20/20c","0"
"Georges Leygues DDGHM(D644)(02)","Eyeball 20/20d","0"
"Georges Leygues DDGHM(D644)(86)","ARBR 17","0"
"Georges Leygues DDGHM(D644)(86)","DRBV 26","0"
"Georges Leygues DDGHM(D644)(86)","DRBV 51D","0"
"Georges Leygues DDGHM(D644)(86)","DUBV-23 Active","0"
"Georges Leygues DDGHM(D644)(86)","DUBV-43 VDS Active","180"
"Georges Leygues DDGHM(D644)(86)","Eyeball 20/20","0"
"Georges Leygues DDGHM(D644)(86)","Eyeball 20/20b","0"
"Georges Leygues DDGHM(D644)(86)","Eyeball 20/20c","0"
"Georges Leygues DDGHM(D644)(86)","Eyeball 20/20d","0"
"Gepard Type 143 (1992)","ESM-1","0"
"Gepard Type 143 (1992)","Eyeball 20/20","0"
"Gepard Type 143 (1992)","Eyeball 20/20b","0"
"Gepard Type 143 (1992)","Eyeball 20/20c","0"
"Gepard Type 143 (1992)","Eyeball 20/20d","0"
"Gepard Type 143 (1992)","WM-27","0"
"Gepard Type 143","ESM-1","0"
"Gepard Type 143","Eyeball 20/20","0"
"Gepard Type 143","Eyeball 20/20b","0"
"Gepard Type 143","Eyeball 20/20c","0"
"Gepard Type 143","Eyeball 20/20d","0"
"Gepard Type 143","WM-27","0"
"CV-551 Giuseppe Garibaldi","DE-1160B Active","0"
"CV-551 Giuseppe Garibaldi","DE-1160B Passive","0"
"CV-551 Giuseppe Garibaldi","ELT 211 ESM","0"
"CV-551 Giuseppe Garibaldi","ELT 318 ECM","0"
"CV-551 Giuseppe Garibaldi","Eyeball 20/20","0"
"CV-551 Giuseppe Garibaldi","Eyeball 20/20b","0"
"CV-551 Giuseppe Garibaldi","Eyeball 20/20c","0"
"CV-551 Giuseppe Garibaldi","Eyeball 20/20d","0"
"CV-551 Giuseppe Garibaldi","RAN-10S","0"
"CV-551 Giuseppe Garibaldi","RAN-3L","0"
"CV-551 Giuseppe Garibaldi","RTN-20X x3","0"
"CV-551 Giuseppe Garibaldi","SPS-52C AS","0"
"CV-551 Giuseppe Garibaldi(2003)","DE-1160B Active","0"
"CV-551 Giuseppe Garibaldi(2003)","DE-1160B Passive","0"
"CV-551 Giuseppe Garibaldi(2003)","ELT 211 ESM","0"
"CV-551 Giuseppe Garibaldi(2003)","ELT 318 ECM","0"
"CV-551 Giuseppe Garibaldi(2003)","Eyeball 20/20","0"
"CV-551 Giuseppe Garibaldi(2003)","Eyeball 20/20b","0"
"CV-551 Giuseppe Garibaldi(2003)","Eyeball 20/20c","0"
"CV-551 Giuseppe Garibaldi(2003)","Eyeball 20/20d","0"
"CV-551 Giuseppe Garibaldi(2003)","RAN-10S","0"
"CV-551 Giuseppe Garibaldi(2003)","RAN-3L","0"
"CV-551 Giuseppe Garibaldi(2003)","RTN-20X","0"
"CV-551 Giuseppe Garibaldi(2003)","RTN-20X","135"
"CV-551 Giuseppe Garibaldi(2003)","RTN-20X","225"
"CV-551 Giuseppe Garibaldi(2003)","SPS-52C AS","0"
"Gotland","CSU 90-2 Active","0"
"Gotland","CSU 90-2 Bow Passive","0"
"Gotland","CSU 90-2 Port Flank Passive","270"
"Gotland","CSU 90-2 Stbd Flank Passive","90"
"Gotland","ESM-1","0"
"Gotland","Periscope-1","0"
"Gotland","Scanter 2001","0"
"Guardian YP","Eyeball 20/20","0"
"Guardian YP","Eyeball 20/20b","0"
"Guardian YP","Eyeball 20/20c","0"
"Guardian YP","Eyeball 20/20d","0"
"Gun Test Boat","Eyeball 20/20","0"
"Gun Test Boat","Eyeball 20/20b","0"
"Gun Test Boat","Eyeball 20/20c","0"
"Gun Test Boat","Eyeball 20/20d","0"
"Gun Test Boat","Generic radar","0"
"Gun Test Boat","Test ECM","0"
"H-6D","Eyeball 20/10","0"
"H-6D","Eyeball 20/10b","0"
"H-6D","Eyeball 20/10c","0"
"H-6D","Type 245 SS/FC","0"
"H-6K","Eyeball 20/10","0"
"H-6K","Eyeball 20/10b","0"
"H-6K","Eyeball 20/10c","0"
"H-6K","Type 245 SS/FC","0"
"HSS-2","AQS-13F DS Active","0"
"HSS-2","AQS-13F DS Passive","0"
"HSS-2","ASQ-81 MAD","0"
"HSS-2","ESM-3.5","0"
"HSS-2","Eyeball 20/10","0"
"HSS-2","Eyeball 20/10b","0"
"HSS-2","Eyeball 20/10c","0"
"HSS-2","LN-66 SS","0"
"HUP-1","AQS-4 DS Passive","0"
"HUP-1","Eyeball 20/10","0"
"HUP-1","Eyeball 20/10b","0"
"HUP-1","Eyeball 20/10c","0"
"HUP-2","AQS-4A DS Passive","0"
"HUP-2","Eyeball 20/10","0"
"HUP-2","Eyeball 20/10b","0"
"HUP-2","Eyeball 20/10c","0"
"Hai Lung SS","Periscope-1","0"
"Hai Lung SS","SIASS-Z Active","0"
"Hai Lung SS","SIASS-Z Passive","0"
"Hai Lung SS","ZW-07 SS","0"
"Hai Shih SS","Generic radar","0"
"Hai Shih SS","Periscope-1","0"
"Halifax FFH","Eyeball 20/20","0"
"Halifax FFH","Eyeball 20/20b","0"
"Halifax FFH","Eyeball 20/20c","0"
"Halifax FFH","Eyeball 20/20d","0"
"Halifax FFH","Phalanx FC","0"
"Halifax FFH","SLQ-501 ESM","0"
"Halifax FFH","SPG-503","0"
"Halifax FFH","SPS-49(V)8","0"
"Halifax FFH","SQS-510 Active","0"
"Halifax FFH","SQS-510 Passive","0"
"Halifax FFH","Type 1007","0"
"Hamburg DD","DA-02","0"
"Hamburg DD","Decca 1226","0"
"Hamburg DD","Elac 1Bv Active","0"
"Hamburg DD","Eyeball 20/20","0"
"Hamburg DD","Eyeball 20/20b","0"
"Hamburg DD","Eyeball 20/20c","0"
"Hamburg DD","Eyeball 20/20d","0"
"Hamburg DD","LW-02","0"
"Hamburg DD","M45 FCS","0"
"Hamburg DDG 1975","DA-02","0"
"Hamburg DDG 1975","Decca 1226","0"
"Hamburg DDG 1975","Elac 1Bv Active","0"
"Hamburg DDG 1975","Eyeball 20/20","0"
"Hamburg DDG 1975","Eyeball 20/20b","0"
"Hamburg DDG 1975","Eyeball 20/20c","0"
"Hamburg DDG 1975","Eyeball 20/20d","0"
"Hamburg DDG 1975","LW-02","0"
"Hamburg DDG 1975","M45 FCS","0"
"Hamilton WHEC","Eyeball 20/20","0"
"Hamilton WHEC","Eyeball 20/20b","0"
"Hamilton WHEC","Eyeball 20/20c","0"
"Hamilton WHEC","Eyeball 20/20d","0"
"Hamilton WHEC","SPS-40B","0"
"Hamilton WHEC","SPS-73(V) SS","0"
"Hamilton WHEC","WLR-1C","0"
"Harbour Security Craft YP","ESM-0.5","1"
"Harbour Security Craft YP","Eyeball 20/20","0"
"Harbour Security Craft YP","Eyeball 20/20b","0"
"Harbour Security Craft YP","Eyeball 20/20c","0"
"Harbour Security Craft YP","Eyeball 20/20d","0"
"Harbour Security Craft YP","Generic Radar 20km SS","0"
"Harpers Ferry LSD-CV","Eyeball 20/20","0"
"Harpers Ferry LSD-CV","Eyeball 20/20b","0"
"Harpers Ferry LSD-CV","Eyeball 20/20c","0"
"Harpers Ferry LSD-CV","Eyeball 20/20d","0"
"Harpers Ferry LSD-CV","SLQ-32(v)1 ESM B.3","0"
"Harpers Ferry LSD-CV","SPS-49 AS","0"
"Harpers Ferry LSD-CV","SPS-64 SS","0"
"Harpers Ferry LSD-CV","SPS-67 SS","0"
"Harrier GR.Mk.1","Eyeball 20/10","0"
"Harrier GR.Mk.1","Eyeball 20/10d","0"
"Harrier GR.Mk.1","Eyeball 20/10e","0"
"Harrier GR.Mk.1","Eyeball 20/10f","0"
"Harrier GR.Mk.1A","Eyeball 20/10","0"
"Harrier GR.Mk.1A","Eyeball 20/10d","0"
"Harrier GR.Mk.1A","Eyeball 20/10e","0"
"Harrier GR.Mk.1A","Eyeball 20/10f","0"
"Harrier GR.Mk.3 (82)","ARI-18223 RWR","0"
"Harrier GR.Mk.3 (82)","Eyeball 20/10","0"
"Harrier GR.Mk.3 (82)","Eyeball 20/10d","0"
"Harrier GR.Mk.3 (82)","Eyeball 20/10e","0"
"Harrier GR.Mk.3 (82)","Eyeball 20/10f","0"
"Harrier GR.Mk.3 (82)","Ferranti Type 106 LRMTS","0"
"Harrier GR.Mk.3","ARI-18223 RWR","0"
"Harrier GR.Mk.3","Eyeball 20/10","0"
"Harrier GR.Mk.3","Eyeball 20/10d","0"
"Harrier GR.Mk.3","Eyeball 20/10e","0"
"Harrier GR.Mk.3","Eyeball 20/10f","0"
"Harrier GR.Mk.3","Ferranti Type 106 LRMTS","0"
"Harrier GR.Mk.3A","ARI-18223 RWR","0"
"Harrier GR.Mk.3A","Eyeball 20/10","0"
"Harrier GR.Mk.3A","Eyeball 20/10d","0"
"Harrier GR.Mk.3A","Eyeball 20/10e","0"
"Harrier GR.Mk.3A","Eyeball 20/10f","0"
"Harrier GR.Mk.3A","Ferranti Type 106 LRMTS","0"
"Harrier GR.Mk.5","ALR-69 RWR","0"
"Harrier GR.Mk.5","Basic FLIR system","0"
"Harrier GR.Mk.5","Eyeball 20/10","0"
"Harrier GR.Mk.5","Eyeball 20/10d","0"
"Harrier GR.Mk.5","Eyeball 20/10e","0"
"Harrier GR.Mk.5","Eyeball 20/10f","0"
"Harrier GR.Mk.5","Ferranti Type 106 LRMTS","0"
"Harrier GR.Mk.5A","ALR-69 RWR","0"
"Harrier GR.Mk.5A","Basic FLIR system","0"
"Harrier GR.Mk.5A","Eyeball 20/10","0"
"Harrier GR.Mk.5A","Eyeball 20/10d","0"
"Harrier GR.Mk.5A","Eyeball 20/10e","0"
"Harrier GR.Mk.5A","Eyeball 20/10f","0"
"Harrier GR.Mk.5A","Ferranti Type 106 LRMTS","0"
"Harrier GR.Mk.7 (01)","ALR-69 RWR","0"
"Harrier GR.Mk.7 (01)","Eyeball 20/10","0"
"Harrier GR.Mk.7 (01)","Eyeball 20/10d","0"
"Harrier GR.Mk.7 (01)","Eyeball 20/10e","0"
"Harrier GR.Mk.7 (01)","Eyeball 20/10f","0"
"Harrier GR.Mk.7 (01)","Ferranti Type 106 LRMTS","0"
"Harrier GR.Mk.7 (01)","Marconi 1010 FLIR","0"
"Harrier GR.Mk.7 (01)","TIALD","0"
"Harrier GR.Mk.7","ALR-69 RWR","0"
"Harrier GR.Mk.7","Eyeball 20/10","0"
"Harrier GR.Mk.7","Eyeball 20/10d","0"
"Harrier GR.Mk.7","Eyeball 20/10e","0"
"Harrier GR.Mk.7","Eyeball 20/10f","0"
"Harrier GR.Mk.7","Ferranti Type 106 LRMTS","0"
"Harrier GR.Mk.7","Marconi 1010 FLIR","0"
