DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName nexttumeric,ModelFileName text,Description text,Notes text,MaxRange_km numeric,RefRange_km numeric,FieldOfView_deg numeric,MinElevation_deg numeric,MaxElevation_deg numeric,ScanPeriod_s numeric,DamageEffect text,RangeError numeric,AngleError_deg numeric,ElevationError_deg numeric,MinFrequency_Hz numeric,MaxFrequency_Hz numeric,IdThreshold_dB real,CounterMeasureFactor numeric,IsSurveillance numeric,ERPpeak_dBW numeric,ERPaverage_dBW numeric,MaxFireControlTracks numeric,IsSemiactive numeric,BlindSpeed_mps numeric,LookdownWater_dB numeric,LookdownLand_dB numeric,Bandwidth_Hz numeric,AzimuthBeamwidth_deg numeric,ElevationBeamwidth_deg numeric,EffectiveSidelobes_dB numeric,DetectsSurface numeric,DetectsAir numeric,DetectsMissile numeric,DetectsGround numeric
"Blue Fox","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 76km, Ref:23.5km, ERP_dBw: 55 / 45","finally found some info, range capability corresponds to roughly 30% of Blue Vixen, still no maximum range however, scaling it as well by 30%.  Suffered when looking down compared to Blue Vixen.  ramping up the default penalty accordingly.","75.6","23.5","130","-50","50","6.5","GenericSensor","0.01","0.17","0.21","3000000000","3500000000","99","1","1","54.75","44.75","4","0","2.5","-9","-15","5000000","5","30","-30","1","1","1","1"
"Blue Vixen","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 252km, Ref:78.3km, ERP_dBw: 55 / 45","Im facing a near complete lack of information regarding performance of the Blue Vixen, and in light of this void and creating it as the equal of the APG-65(h).","251.6","78.31","140","-60","60","6.5","GenericSensor","0.01","0.17","0.21","3000000000","3500000000","99","1","1","54.75","44.75","4","0","2.5","-3","-12","3000000","5","3.3","-30","1","1","1","1"
"Calypso II","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AS, Range: 63km, Ref:16.7km, ERP_dBw: 77 / 64","10m² target at 16nm.  ","62.66","16.6633","360","0","8.5","2.5","GenericSensor","0.06","1.75","4.25","8500000000","10550000000","99","1","1","77.451","64.441","0","0","0","0","0","3000000","3","8.5","-20","1","1","0","0"
"Calypso-III","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: AS, Range: 71km, Ref:18.7km, ERP_dBw: 54 / 44","Marcos-modified by Amram.  Effective range vs 10m² target is 18nm, so, 18.746km.  Effective range vs a 200m² target is thus ","70.5","18.746","360","0","25","2.5","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","54","44","0","0","0","0","0","3000000","5","5","-30","1","1","0","0"
"Canopus-A","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 10km, Ref:4.3km, ERP_dBw: 38 / 28","Marcos","10","4.286","180","0","60","1","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","38","28","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Castor-IIB","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 30km, Ref:8.6km, ERP_dBw: 44 / 34","Marcos","30","8.571","180","0","60","1","GenericSensor","0","0","0","3000000000","3500000000","99","2","1","44","34","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"CEAFAR Array","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 635km, Ref:200km, ERP_dBw: 44 / 34          6-Faced air/surface-search phased array radar installed aboard the Australian ANZAC Class FFH.","","635","200","360","-30","70","1","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","44","34","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"CEAMOUNT Array","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: ASM, Range: 445km, Ref:140km, ERP_dBw: 40 / 30          4-Faced phased array fire-control radar installed aboard Australian ANZAC Class FFH","","445","140","360","-30","70","1","GenericSensor","0","0","0","9000000000","10000000000","99","1","0","40","30","16","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Cross Dome AS/SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 250km, Ref:69.2km, ERP_dBw: 85 / 75","","250","69.24","360","-35","70","8.63","GenericSensor","0","0.29","0.19","3000000000","3500000000","99","1","1","85","75","4","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","1"
"CXAM","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 80km, Ref:23.4km, ERP_dBw: 84 / 71          US battleship radar throughout much of WW2.  Aircraft at 100km, large vessels at 22.9km.  assuming these to be 20dB and 40dB.  to achieve this, a ref range of 28.56 pegs the aircraft, and a lookdown penaly of -43.8 causes the ship detection range to drop sufficiently, 40dB targets at 22.9km then.","http://www.history.navy.mil/library/online/radar-1.htm","80","23.35","360","-2","8","15","GenericSensor","0.001165","6","1","1250000000","1350000000","99","1","1","84","71","5","0","2.5","-43.8","-52.8","3000000","3","10","-12","1","1","1","0"
"Cyrano-IV","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 150km, Ref:36km, ERP_dBw: 60 / 50","","150","36","90","-15","30","2.63","GenericSensor","0","0.53","0.35","3000000000","3500000000","99","1","1","60","50","2","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","1"
"Decca 1226","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AS, Range: 70km, Ref:7.3km, ERP_dBw: 45 / 35","as Racal, Formerly Decca, uses a modular naming system, the first two digits determine the CRT size, the third digit is the radar series, and the final digit is the radar size.  as the 1229 then has a 9ft antenna, this has a 6ft antenna.  Assuming equigvalent proportion that makes the antenna 2/3 the size in both height and width, rendering an aperture that is just under half the total area.  as that directly impacts performance, I will penalise accordingly.  this results in a 14% loss in range.","70","7.25","360","0","15","4","GenericSensor","0.06","0.5","90","3000000000.0","3500000000.0","99","3","1","45","35","0","0","3","0","-12","3000000.0","5","15","-30","1","1","0","0"
"Decca 1229","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AS, Range: 80km, Ref:8.4km, ERP_dBw: 45 / 35","aligned against a 15dB target at 20km.","80","8.434","360","0","15","4","GenericSensor","0.06","0.5","90","3000000000.0","3500000000.0","99","3","1","45","35","0","0","3","0","-12","3000000.0","5","15","-30","1","1","0","0"
"Decca TM 626","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AS, Range: 46km, Ref:3.6km, ERP_dBw: 45 / 35","Assuming roughly 50% the capabilities of the Decca 1229.  ","46.3","3.625","360","0","15","4","GenericSensor","0.06","0.5","0.5","3000000000","3500000000","99","3","1","45","35","0","0","3","0","-12","3000000","5","5","-30","1","1","0","0"
"Decca Type72 Doppler","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 124km, Ref:40.4km, ERP_dBw: 80 / 70","The naming is unfortunately incorrect.  If anyone knows the correct name of the Tornado IDS/GR series radar, do speak up.  In the interim, range is assumed 67% of the Airpass 24.","123.95","40.361","120","-60","60","3","GenericSensor","0.06","0.26","0.32","3000000000","3500000000","99","1","1","80","70","1","0","2.5","-3","-12","3000000","5","2.5","-30","1","1","1","1"
"DRBC 31D","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 37km, Ref:26.7km, ERP_dBw: 79 / 66","shares entry with DRBC 32.  -32 use casegrain antennae while othrs use lightweight dishes, otherwise the same.  1.5° wide beam, 80kw peak power, 0.1m² tracked at 15km.  Being a gun FCS, assuming a max instrumented of 20nm, or 37km","37","26.7","360","-7","10","3","GenericSensor","0.002","0.1","99","5350000000","5750000000","99","4","1","79","66","0","0","4","0","-12","4000000","1.5","20","-30","1","1","1","1"
"DRBC 32B","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 37km, Ref:26.7km, ERP_dBw: 79 / 66","shares entry with DRBC 31.  -32 use casegrain antennae while others use lightweight dishes, otherwise the same.  1.5° wide beam, 80kw peak power, 0.1m² tracked at 15km.  Being a gun FCS, assuming a max instrumented of 20nm, or 37km","37","26.7","360","-7","10","3","GenericSensor","0.002","0.1","99","5350000000","5750000000","99","4","1","79","66","0","0","4","0","-12","4000000","1.5","20","-30","1","1","1","1"
"DRBI-10","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 170km, Ref:60km, ERP_dBw: 97 / 70","Friedman 1997-1998: 37 dB gain. 1000-2000 kW peak power. 4 us x 500 Hz PRF gives 2000-4000 W average power","170","60","360","-5","10","15","GenericSensor","0","0.15","0.15","2400000000","2600000000","99","1","1","97","70","0","0","2.5","-6","-12","200000","2.5","2.5","-30","1","1","1","0"
"DRBJ 11","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 360km, Ref:94km, ERP_dBw: 80 / 70","","360","94.006","360","0","60","4","GenericSensor","0.01957","0.83","4","3000000000","3500000000","99","1","1","80","70","0","0","2.5","-3","-12","3000000","5","8","-30","1","1","1","1"
"DRBJ 15","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 170km, Ref:92.5km, ERP_dBw: 77 / 67","","170","92.476","360","0","60","2.5","GenericSensor","0.00088","0.83","0.25","2400000000","2600000000","99","1","1","77","67","0","0","2.5","-3","-12","2000000","5","8","-30","1","1","1","1"
"DRBV 13","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 150km, Ref:81km, ERP_dBw: 78 / 67","I know nothing of this radars performance other than it was replaced on Aconit by DRBV 15.  Presumably then it must either be similar performance at lesser MTBF, MTBR, mass, cost, or DRBC 15 offers an increase in operational performance that made it a worthy upgrade, this is what im assuming.  knocking 20% off the ref range, knocking instrumented down to 150km, increasing error values slightly, boosting ERP values slightly.","150","81","360","0","60","3","GenericSensor","0.0009","0.9","0.27","2400000000","2600000000","99","1","1","78","67.3","0","0","2.5","-3","-12","2000000","1.65","8","-30","1","1","1","1"
"DRBV 15C","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 170km, Ref:97.2km, ERP_dBw: 77 / 67","","170","97.165","360","0","60","2.5","GenericSensor","0.00088","0.83","0.25","2400000000","2600000000","99","1","1","77","67","0","0","2.5","-3","-12","2000000","1.65","8","-30","1","1","1","1"
"DRBV 21A","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 110km, Ref:73.6km, ERP_dBw: 92 / 82","related to DRBV 26, so, copied from there and changes to suit needs.  DRBV 15C receiver mated to DBRV22 antennae, Naval institude suggests probably capable of detecting aircraft at 60nm.  110km instrumented, so expect aircraft detections to instrumented.  Will assume 5m² at 110km, thus 73.561km ref.","110","73.561","360","0","50","10","GenericSensor","0.02","1.25","4.15","3000000000","3500000000","99","1","1","92","82","0","0","2.5","-3","-12","3000000","5","8.3","-30","1","1","1","1"
"DRBV 26","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 370km, Ref:156.2km, ERP_dBw: 92 / 82","182km vs 2m² target, Janes.","370","156.219","360","0","50","15","GenericSensor","0.02","1.25","4.15","3000000000","3500000000","99","1","1","92","82","0","0","2.5","-3","-12","3000000","5","8.3","-30","1","1","1","1"
"DRBV 26C","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 350km, Ref:180.8km, ERP_dBw: 92 / 82","","350","180.793","360","0","50","10","GenericSensor","0.0201","1.25","4.15","3000000000","3500000000","99","1","1","92","82","0","0","2.5","-3","-12","3000000","5","8.3","-30","1","1","1","1"
"DRBV 50","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 50km, Ref:18.5km, ERP_dBw: 82 / 54          Low-altitude and surface search radar developed in the late 1950s","250 kW peak power 28 dB gain pw/prfs: 1.25 us 750 Hz or 0.25 us 2-4 kHz modes. Intended to detect 1 m2 targets out to 10 nm.","50","18.52","360","-7","10","4","GenericSensor","0","0.1","99","5350000000","5750000000","99","4","1","82","54","0","0","4","0","-12","4000000","1.3","20","-30","1","1","1","0"
"DRBV 51A","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 56km, Ref:20.9km, ERP_dBw: 82 / 54","Unknown performance differences from 51D, assuming analogue, inferior processing.  Reducing the effective range by 17%, diminishing resolution as well.","56","20.941","360","0","50","15","GenericSensor","0.04","1.88","6.23","3000000000","3500000000","99","1","1","82","54","0","0","2.5","-3","-12","4000000","2.5","8.3","-30","1","1","1","1"
"DRBV 51D","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 56km, Ref:25.2km, ERP_dBw: 82 / 54","","56","25.23","360","0","50","15","GenericSensor","0.02","1.25","4.15","3000000000","3500000000","99","1","1","82","54","0","0","2.5","-3","-12","4000000","2.5","8.3","-30","1","1","1","1"
"DRUA 33","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AS, Range: 67km, Ref:7.6km, ERP_dBw: 77 / 64","","66.6","7.587","360","0","8.5","2.5","GenericSensor","0.06","1.75","4.25","8500000000","10550000000","99","1","1","77.451","64.441","0","0","0","0","0","3000000","3","8.5","-20","1","1","0","0"
"ECR-90","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 250km, Ref:80km, ERP_dBw: 60 / 50","Guess looking at http://www.ausairpower.net/Analysis-Typhoon.html","250","80","120","-60","60","10","GenericSensor","0.01","0.17","0.21","3000000000","3500000000","99","1","1","60","50","6","0","2.5","-10","-16","3000000","5","3.3","-30","1","1","1","1"
"EMPAR","","0","0","0","0","0","1900","2999","","","","","","Illuminator, Detects: ASM, Range: 500km, Ref:200km, ERP_dBw: 55 / 45          European Multifunction Phased Array Radar. Air and surface search with uplink for missile Guidance.","Note rotation rate is once per second but not the same as update rate for search. Modeling this as fire control radar only for now, using S1850M as search radar","500","200","360","0","45","10","GenericSensor","0","0.09","0.11","3000000000","3500000000","99","1","0","55","45","16","0","2","-3","-12","3000000","5","1.7","-30","1","1","1","0"
"Fighter radar","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 130km, Ref:36km, ERP_dBw: 60 / 50","","130","36","90","-15","30","2.63","GenericSensor","0","0.53","0.35","3000000000","3500000000","99","1","1","60","50","2","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","1"
"Fut-N","Slim Net","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 150km, Ref:43.1km, ERP_dBw: 31 / 21","aircraft at moderate to high altitudes detected from 26 to 48km, ships detected at up to 40km.  these define the sea clutter as -20dB, this causes low flying aircraft to be able to get within 12.5 to 15km","150","43.134","360","0","36.83","4","GenericSensor","0.02","0.1","0.65","2820000000","2860000000","99","1","1","31.44","21.44","6","0","2.5","-20","-23","3000000","1","3","-30","1","1","1","1"
"Generic radar","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 100km, Ref:27.7km, ERP_dBw: 60 / 50","","100","27.69","360","-35","70","8.63","GenericSensor","0","0.46","0.31","3000000000","3500000000","99","1","1","60","50","2","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","1"
"Goalkeeper FCS-KNM","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 6km, Ref:5.6km, ERP_dBw: 30 / 20","Marcos","5.6","5.6","360","0","60","1","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","30","20","1","0","0","0","0","3000000","5","30","-30","1","1","1","0"
"Head Lights FC","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: AGSM, Range: 150km, Ref:42km, ERP_dBw: 60 / 50","Naval Institute Guide to Soviet Navy indicates 74 km range. Assuming 74 km range vs 10 dBsm target (42 km ref range). G/H bands","150","42","360","-10","70","3","GenericSensor","0","0.4","0.27","3000000000","3500000000","99","2","0","60","50","4","0","2.5","-20","-25","3000000","5","5","-30","1","1","1","1"
"Head Net AS/SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 160km, Ref:35.5km, ERP_dBw: 75 / 65","","160","35.45","360","-35","70","8.63","GenericSensor","0","0.4","0.27","3000000000","3500000000","99","1","1","75","65","4","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","0"
"HHQ-9A Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: ASM, Range: 46km, Ref:28km, ERP_dBw: -99 / -109","","46","28","60","-30","30","2.5","GenericSensor","0.16","2.46","1.64","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","1","1","1","0"
"Irbis-E","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 900km, Ref:285km, ERP_dBw: 75 / 65","","900","285","120","-60","60","3","GenericSensor","0.02","0.1","0.65","3000000000","3500000000","99","1","1","75","65","12","0","1","0","0","3000000","5","5","-30","1","1","1","1"
"KLJ-10","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 180km, Ref:68km, ERP_dBw: 40 / 30","copied from KLJ-7.  This is the radar for the J-10 fighter, essentially unchanged from the KLJ-7 except for a larger aperture array.  I do not know the difference in size, assuming  25% increased diameter, which yields a 56% larger aperture by area.  Since a rough means to estimate fighter performance is power times aperture, and power is unchanged, then this radar should detect a 3m² target at the same range that KLJ-7 detects a 3m² target, or 89.443km.  This yields a ref range of 67.962.  Assuming the same deal regarding instrumented range as with KLJ-7, this yields 177km instrumented.  Boosting ERP values by 56% as well, or a bit under 2dB.  Otherwise assuming unchanged.","180","67.962","170","-40","56","7.76","GenericSensor","0.03","0.1","0.65","8500000000","10500000000","99","1","1","39.81","29.81","4","0","2.5","-3","-12","3000000","5","10.39","-30","1","1","1","1"
"KLJ-7","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 160km, Ref:60.8km, ERP_dBw: 38 / 28","very little is known of this radar it seems.  microwave Journal 401 suggests a range of 80km, and engaging up to 4 at once.   Overscan's guide to russian military avionics roughly confirms, suggesting detection at 80km, and tracking at 60km.  non offers any information regarding power, pulse rates, scan sectors, and instrumented range.   Since the Chinese selected it for the J-17, and the Chinese PL-13 has a maximum engagement range of 148km, I will assume this radar has an instrumented range of either 90NM(167km), or its detection range of a 15dBsm target +10%, which ever is larger.  Based off a fighter at 3m², the end result is that it will detect a 15dBsm(31.63m²) target at 144km, add on the 10% headroom and we arrive at 158.6km, or 85.6nm.  Copied from N-010 Zhuk-M as it is derived from this family, aside from instrumented and ref ranges, nothing else is changed.","160","60.787","170","-40","56","7.76","GenericSensor","0.03","0.1","0.65","8500000000.0","10500000000.0","99","1","1","37.88","27.88","4","0","2.5","-3","-12","3000000.0","5","10.39","-30","1","1","1","1"
"LW-02","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 300km, Ref:104.2km, ERP_dBw: 87 / 73","500kW peak power, 100nm claimed for aircraft target, 2.2 degree resolution in azimuth, 500,000w is 56.99dB, 30dB gain, for a P_erp of 86.99.  Antenna is a little shorter in height than it is wide, assuming 3° vertical beam width.  Ref range of 104.15km(aircraft at 100nm, aqssumed 10m²)km.  Will assume a 350km range as this corresponds to a target size of 127.56m, or 130m².","300","104.15","360","-35","60","8","GenericSensor","0.001117","1.1","1.5","1215000000","1390000000","99","1","1","86.99","72.9787","0","0","2.5","-15","-24","5000000","2.2","3","-30","1","1","1","0"
"LW-08","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 600km, Ref:225.8km, ERP_dBw: 82 / 67","150kW peak power, 5.2kW average power, 145nm claimed for 2m² target, 2.2 degree resolution in azimuth, 300m in range.  150,000w is 51.761dB, 30dB gain, for a P_erp of 81.761.  Antenna is a little shorter in height than it is wide, assuming 3° vertical beam width.  Ref range of an astounding 225.814km.  Will assume a 600km range as this corresponds to a radar horizon at 50,000ft/15,200m, and a target size of 49.85m, or 50m².","600","225.814","360","-35","60","8","GenericSensor","0.001117","1.1","1.5","1250000000","1350000000","99","1","1","81.761","67.16","0","0","2.5","-3","-12","69000000","2.2","3","-30","1","1","1","0"
"M45 FCS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 29km, Ref:16.4km, ERP_dBw: 79 / 66","can fnd little on this system.  32kyd range, 29.25km.  X-band, 180kw.  As an early funfire radar, assuming a target size of 10m² at range.  180kW, assuming 26dB gain.","29.25","16.448","360","-35","70","2","GenericSensor","0.001117","0.5","0.4","8500000000","10550000000","99","1","1","78.553","65.553","50","0","2.5","-15","-24","5000000","2.2","3","-30","1","1","1","1"
"MESA Radar","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 1155km, Ref:156.4km, ERP_dBw: 80 / 70","","1155","156.421","360","-60","60","1","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","80","70","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Mk13 MBFC SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 82km, Ref:7.3km, ERP_dBw: 88 / 78","http://www.researcheratlarge.com/Ships/Misc/FCR-Mk8/, battleship at 35-45kyds, large destroyer at 20-32kyds, aircraft at 'upto' 15kyds.","82.3","7.26","360","-35","70","6","GenericSensor","0.01","0.1","0.15","3000000000","3500000000","99","1","1","88.451","78.451","0","0","2.5","-30.8","-39.8","3000000","0.9","9","-30","1","1","1","0"
"Mk3 MBFC SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 37km, Ref:11.6km, ERP_dBw: 84 / 74","http://www.kbismarck.org/forum/viewtopic.php?f=1&t=3265&start=30, BB at 28kyds, roughly 37km, using Iowa as the incident BB, so 44.6dBm.  Aircraft at roughly 40kyds.  This defines a lookdown penalty.  Assuming 20dB aircraft target.   -30.8db lookdown over water pegs the 28kyd ship range for a 44.6dBm BB.http://www.navweaps.com/Weapons/WNUS_Radar_WWII.htm","37","11.57","360","-35","70","8.63","GenericSensor","0.001365","0.114","0.15","3000000000","3500000000","99","1","1","84.47","74.47","0","1","2.5","-30.8","-39.8","3000000","2","4","-30","1","1","1","0"
"Mk-34 FCS","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: AGSM, Range: 25km, Ref:7.2km, ERP_dBw: 83 / 50","-15 to +85° elevation coverage, 3°x3° beam, 25kyds range on a bomber, accuracy 15yds ±0.1%, 2 mils angular accuracy, 200yd resolution, 35kW peak, 0.3µs pulses at 1800pps.  25km instrumented range, pegging a bomber at 22.86km(25kyds).  Assuming 37.661dB ga","25","7.229","360","-15","85","2","GenericSensor","0.001549","0.106496","0.106496","8500000000","10500000000","99","1","0","83.102","50.426","1","0","0","-3","-12","3000000","3","3","-30","1","1","1","1"
"Mk8 MBFC SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 41km, Ref:2.9km, ERP_dBw: 86 / 76","http://www.kbismarck.org/forum/viewtopic.php?f=1&t=3265&start=30, BB at 41kyds, roughly 37km, using Iowa as the incident BB, so 44.6dBm.","41.1","2.877","360","-35","4","8.63","GenericSensor","0.001365","0.114","0.15","3000000000","3500000000","99","1","1","86.23","76.23","0","0","2.5","-30.8","-39.8","3000000","2","4","-30","1","1","1","0"
"Mk-91 FCS","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: ASM, Range: 185km, Ref:37.2km, ERP_dBw: 60 / 50","The radars associated with the Mk91 Fire Control System include the Mk95 illuminator, Mk 23 Target Acquisitioning System, and the AN/SPQ-9 series radar.","185","37.211","320","-35","75","4","GenericSensor","0.0387","1.65","90","3000000000","3500000000","99","1","0","60","50","1","0","0","-3","-12","3000000","5","5","-30","1","1","1","0"
"Mk-92 FC","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: ASM, Range: 300km, Ref:22.2km, ERP_dBw: 60 / 50","","300","22.16","360","-35","70","8.63","GenericSensor","0.01","0.51","0.34","3000000000","3500000000","99","1","0","60","50","1","0","0","-3","-12","3000000","5","5","-30","1","1","1","0"
"Mk-92 Mod 12 STIR-HP","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: ASM, Range: 300km, Ref:168km, ERP_dBw: 60 / 50","","360","168","300","-35","70","1","GenericSensor","0","0","0","3000000000.0","3500000000.0","99","1","0","60","50","1","0","0","0","0","3000000.0","5","5","-30","1","1","1","0"
"Mk-92 STIR Mod6","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: ASM, Range: 474km, Ref:47.4km, ERP_dBw: 60 / 50","Only permits engagement of a single target at a time, this will seriously hobble the perry's compared tot heir current state, which is apparently overpowered, some scenarios will be more difficult to survive as a result.  broken for some damned reason.","474","47.368","300","-35","70","1","GenericSensor","0.01","0.51","0.34","3000000000","3500000000","99","1","0","60","50","1","0","0","-3","-12","3000000","5","5","-30","1","1","1","0"
"MR-103 Bars","Muff Cobb","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 40km, Ref:0.9km, ERP_dBw: 42 / 32","FC for the AK-725 57mm","40","0.857","360","0","87","0.5","GenericSensor","0.0002","0.0004","0.0004","4000000000","8000000000","99","0","1","41.58","31.58","100","0","2.5","-3","-12","3000000","5","0.5","-30","1","1","1","0"
"MR-104 Rys","Drum Tilt","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 40km, Ref:0.9km, ERP_dBw: 42 / 32","FC for the AK-230's.","40","0.857","360","0","87","0.5","GenericSensor","0.0002","0.0004","0.0004","3000000000","3500000000","99","0","1","41.58","31.58","100","0","2.5","-3","-12","3000000","5","0.5","-30","1","1","1","0"
"MR-123 Vympel FC","Bass Tilt FC","0","0","0","0","0","1900","2999","","","","","","Illuminator, Detects: AGSM, Range: 50km, Ref:8.6km, ERP_dBw: 60 / 50","","50","8.571","360","0","55","3","GenericSensor","0.01","0.04","0.65","3000000000","3500000000","99","1","0","60","50","6","0","2.5","-3","-12","3000000","5","3","-30","1","1","1","1"
"MR-184","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: AS, Range: 75km, Ref:9.9km, ERP_dBw: 80 / 70          NATO Kite Screech","","75","9.857","270","-30","75","12","GenericSensor","5","0.03","0.03","3000000000","3500000000","99","1","0","80","70","1","0","0","0","0","3000000","5","1","-30","1","1","0","0"
"MR-310U Angara M(Head Net C)","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 128km, Ref:21.6km, ERP_dBw: 38 / 28","values modified to allow better usage of command guided missiles.  V-600 uses det_range of 21.25m.  0.0007 range error, 0.05 elevation/angle errors result in 10.5m and 13.9m at 15km range, for a 3d maximum error of 21.28m.  Scan rate boosted.","128","21.62","360","0","55","2","GenericSensor","0.0007","0.05","0.05","3000000000","3500000000","99","1","1","37.5","27.5","6","0","2.5","-3","-12","3000000","5","10.39","-30","1","1","1","1"
"MR-331 Rangout","Square Tie","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: ASM, Range: 75km, Ref:2.6km, ERP_dBw: 46 / 36","capable of up to 40nm vs large targets, 20+nm practical usage.  Set to achieve 40nm vs 48dB targets, 20nm vs 36dB targets, most destroyers at 30-33.","75","2.59","360","-30","30","4","GenericSensor","0.34","7.59","5.06","8500000000","10550000000","99","1","1","46","36","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"MR-500 Kliver","Big Net","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: AGSM, Range: 370km, Ref:200.6km, ERP_dBw: 31 / 21","","370","200.62","360","0","36.83","7.76","GenericSensor","0.02","0.1","0.65","3000000000","3500000000","99","1","1","31.44","21.44","6","0","2.5","-3","-12","3000000","5","10.39","-30","1","1","1","1"
